student_id,academic_year,semester,avg_score,failed_subjects,improvement_flag,performance_band
S101215,2019-20,2,61.3,0,True,Medium
S101216,2020-21,1,62.22,1,True,Medium
S101217,2019-20,2,30.0,1,False,Low
S101218,2020-21,1,87.4,0,True,High
S101219,2022-23,1,67.65,0,True,Medium
S101220,2021-22,2,42.03,1,False,Low
S101221,2021-22,2,70.63,0,True,High
S101222,2022-23,2,70.17,2,True,High
S101223,2019-20,2,83.34,0,True,High
S101224,2020-21,1,60.35,2,True,Medium
S101225,2021-22,2,65.18,0,True,Medium
S101226,2022-23,1,55.36,0,False,Medium
S101227,2019-20,2,73.97,0,True,High
S101228,2021-22,1,53.25,0,False,Medium
S101229,2022-23,1,51.61,0,False,Medium
S101230,2020-21,1,63.98,0,True,Medium
S101231,2022-23,1,46.61,2,False,Low
S101232,2019-20,2,89.03,0,True,High
S101233,2021-22,2,93.91,3,True,High
S101234,2020-21,2,58.2,0,False,Medium
S101235,2019-20,2,44.2,1,False,Low
S101236,2022-23,1,70.05,2,True,High
S101237,2021-22,2,57.77,2,False,Medium
S101238,2021-22,1,82.62,0,True,High
S101239,2019-20,1,53.19,1,False,Medium
S101240,2020-21,1,73.17,0,True,High
S101241,2019-20,1,66.71,0,True,Medium
S101242,2021-22,1,54.86,1,False,Medium
S101243,2021-22,1,68.6,0,True,Medium
S101244,2021-22,1,78.18,0,True,High
S101245,2020-21,1,66.3,0,True,Medium
S101246,2021-22,1,66.46,0,True,Medium
S101247,2021-22,1,51.91,0,False,Medium
S101248,2019-20,1,82.16,2,True,High
S101249,2021-22,2,80.67,0,True,High
S101250,2022-23,1,58.84,1,False,Medium
S101251,2019-20,2,63.14,1,True,Medium
S101252,2021-22,1,86.21,0,True,High
S101253,2019-20,1,48.0,1,False,Low
S101254,2019-20,1,74.06,1,True,High
S101255,2022-23,1,56.62,0,False,Medium
S101256,2019-20,1,91.67,0,True,High
S101257,2019-20,2,65.95,2,True,Medium
S101258,2020-21,2,83.91,3,True,High
S101259,2021-22,1,53.58,1,False,Medium
S101260,2020-21,1,46.27,0,False,Low
S101261,2021-22,1,61.49,0,True,Medium
S101262,2019-20,2,68.94,0,True,Medium
S101263,2021-22,2,57.34,1,False,Medium
S101264,2019-20,1,76.37,1,True,High
S101265,2021-22,1,61.85,0,True,Medium
S101266,2019-20,1,33.78,1,False,Low
S101267,2021-22,2,73.29,0,True,High
S101268,2021-22,1,51.76,1,False,Medium
S101269,2021-22,1,59.58,0,False,Medium
S101270,2019-20,1,88.3,1,True,High
S101271,2021-22,2,91.59,0,True,High
S101272,2019-20,1,56.37,0,False,Medium
S101273,2020-21,1,73.67,0,True,High
S101274,2021-22,1,56.72,2,False,Medium
S101275,2022-23,2,60.7,1,True,Medium
S101276,2022-23,2,55.91,0,False,Medium
S101277,2019-20,1,39.13,1,False,Low
S101278,2022-23,2,66.43,1,True,Medium
S101279,2019-20,1,69.32,1,True,Medium
S101280,2019-20,2,54.93,0,False,Medium
S101281,2022-23,1,81.32,0,True,High
S101282,2022-23,1,58.46,0,False,Medium
S101283,2020-21,1,55.44,0,False,Medium
S101284,2019-20,2,72.9,1,True,High
S101285,2022-23,2,41.86,0,False,Low
S101286,2020-21,2,78.6,0,True,High
S101287,2020-21,1,58.97,0,False,Medium
S101288,2019-20,2,79.84,0,True,High
S101289,2021-22,1,84.32,3,True,High
S101290,2022-23,2,74.6,2,True,High
S101291,2022-23,1,52.82,0,False,Medium
S101292,2022-23,1,46.24,2,False,Low
S101293,2022-23,1,43.49,0,False,Low
S101294,2022-23,1,81.54,1,True,High
S101295,2022-23,2,62.98,0,True,Medium
S101296,2020-21,1,56.01,0,False,Medium
S101297,2019-20,2,63.02,2,True,Medium
S101298,2020-21,1,81.21,2,True,High
S101299,2022-23,1,76.68,0,True,High
S101300,2019-20,1,71.58,2,True,High
S101301,2022-23,2,74.57,1,True,High
S101302,2019-20,1,67.7,0,True,Medium
S101303,2020-21,1,69.53,0,True,Medium
S101304,2019-20,1,68.32,0,True,Medium
S101305,2020-21,1,65.0,1,True,Medium
S101306,2022-23,2,76.3,3,True,High
S101307,2019-20,1,70.42,0,True,High
S101308,2021-22,1,51.79,1,False,Medium
S101309,2021-22,1,72.93,1,True,High
S101310,2020-21,2,68.71,0,True,Medium
S101311,2020-21,2,74.17,0,True,High
S101312,2020-21,1,63.44,0,True,Medium
S101313,2020-21,2,77.18,0,True,High
S101314,2022-23,1,64.08,2,True,Medium
S101315,2021-22,2,75.86,0,True,High
S101316,2020-21,1,58.15,0,False,Medium
S101317,2019-20,1,59.19,1,False,Medium
S101318,2019-20,2,74.03,0,True,High
S101319,2022-23,1,60.02,0,True,Medium
S101320,2020-21,1,95.0,0,True,High
S101321,2019-20,2,73.5,0,True,High
S101322,2020-21,1,65.37,1,True,Medium
S101323,2019-20,1,77.3,0,True,High
S101324,2022-23,1,57.79,2,False,Medium
S101325,2019-20,2,78.85,0,True,High
S101326,2020-21,2,78.43,0,True,High
S101327,2020-21,1,83.8,0,True,High
S101328,2022-23,2,58.39,2,False,Medium
S101329,2021-22,1,46.66,0,False,Low
S101330,2020-21,2,55.85,0,False,Medium
S101331,2021-22,2,60.78,1,True,Medium
S101332,2020-21,2,90.01,0,True,High
S101333,2022-23,1,95.0,0,True,High
S101334,2019-20,2,70.17,0,True,High
S101335,2021-22,1,65.14,2,True,Medium
S101336,2019-20,1,59.75,3,False,Medium
S101337,2022-23,2,77.37,0,True,High
S101338,2022-23,1,95.0,0,True,High
S101339,2022-23,2,91.79,0,True,High
S101340,2020-21,1,82.07,1,True,High
S101341,2020-21,1,81.85,0,True,High
S101342,2020-21,1,77.48,0,True,High
S101343,2020-21,2,64.29,1,True,Medium
S101344,2021-22,1,53.95,0,False,Medium
S101345,2022-23,2,64.69,0,True,Medium
S101346,2021-22,1,71.34,3,True,High
S101347,2020-21,1,43.2,3,False,Low
S101348,2019-20,1,62.71,0,True,Medium
S101349,2021-22,1,52.61,0,False,Medium
S101350,2019-20,2,80.21,0,True,High
S101351,2020-21,1,56.75,0,False,Medium
S101352,2021-22,1,69.92,2,True,Medium
S101353,2021-22,1,54.5,1,False,Medium
S101354,2021-22,1,88.97,1,True,High
S101355,2019-20,2,39.49,0,False,Low
S101356,2020-21,1,72.14,0,True,High
S101357,2022-23,2,45.84,0,False,Low
S101358,2022-23,1,57.36,0,False,Medium
S101359,2020-21,2,68.09,0,True,Medium
S101360,2021-22,2,68.83,0,True,Medium
S101361,2022-23,1,68.44,0,True,Medium
S101362,2021-22,2,67.28,0,True,Medium
S101363,2020-21,1,55.37,0,False,Medium
S101364,2019-20,1,62.54,0,True,Medium
S101365,2021-22,2,65.47,0,True,Medium
S101366,2019-20,1,67.93,0,True,Medium
S101367,2019-20,1,64.01,0,True,Medium
S101368,2020-21,2,75.94,2,True,High
S101369,2020-21,1,66.4,0,True,Medium
S101370,2019-20,1,68.02,1,True,Medium
S101371,2019-20,2,59.26,2,False,Medium
S101372,2022-23,2,49.21,0,False,Low
S101373,2022-23,1,67.31,0,True,Medium
S101374,2020-21,1,83.11,0,True,High
S101375,2021-22,2,71.66,0,True,High
S101376,2019-20,1,52.74,0,False,Medium
S101377,2021-22,2,77.22,2,True,High
S101378,2019-20,1,59.97,0,False,Medium
S101379,2020-21,2,75.72,3,True,High
S101380,2021-22,1,59.47,1,False,Medium
S101381,2020-21,1,70.3,0,True,High
S101382,2019-20,2,57.22,0,False,Medium
S101383,2020-21,1,57.6,0,False,Medium
S101384,2021-22,2,41.51,0,False,Low
S101385,2022-23,2,72.68,0,True,High
S101386,2020-21,2,70.55,2,True,High
S101387,2021-22,1,71.4,0,True,High
S101388,2020-21,1,69.13,0,True,Medium
S101389,2020-21,2,53.57,2,False,Medium
S101390,2022-23,2,79.49,0,True,High
S101391,2021-22,2,79.89,0,True,High
S101392,2021-22,1,53.18,0,False,Medium
S101393,2021-22,2,72.98,0,True,High
S101394,2019-20,2,78.12,2,True,High
S101395,2020-21,1,57.95,2,False,Medium
S101396,2022-23,2,60.56,0,True,Medium
S101397,2021-22,1,73.01,0,True,High
S101398,2022-23,2,42.35,0,False,Low
S101399,2019-20,2,48.67,1,False,Low
S101400,2019-20,2,50.15,1,False,Medium
S101401,2022-23,1,38.06,0,False,Low
S101402,2021-22,1,81.27,0,True,High
S101403,2022-23,1,35.18,2,False,Low
S101404,2021-22,2,70.15,0,True,High
S101405,2021-22,2,77.18,1,True,High
S101406,2019-20,2,60.6,2,True,Medium
S101407,2022-23,2,54.97,0,False,Medium
S101408,2019-20,1,68.49,1,True,Medium
S101409,2020-21,2,65.03,0,True,Medium
S101410,2019-20,2,80.05,3,True,High
S101411,2021-22,1,30.0,0,False,Low
S101412,2022-23,2,51.22,0,False,Medium
S101413,2020-21,1,73.42,0,True,High
S101414,2020-21,2,65.76,1,True,Medium
S101415,2020-21,1,76.28,0,True,High
S101416,2020-21,2,68.93,0,True,Medium
S101417,2022-23,1,62.98,0,True,Medium
S101418,2021-22,1,60.47,0,True,Medium
S101419,2020-21,2,95.0,1,True,High
S101420,2021-22,2,88.02,0,True,High
S101421,2019-20,1,72.43,1,True,High
S101422,2021-22,1,66.18,2,True,Medium
S101423,2020-21,2,73.07,2,True,High
S101424,2019-20,1,77.4,1,True,High
S101425,2019-20,2,71.28,0,True,High
S101426,2019-20,2,53.73,0,False,Medium
S101427,2020-21,2,91.77,3,True,High
S101428,2021-22,2,68.69,2,True,Medium
S101429,2022-23,2,95.0,0,True,High
S101430,2021-22,2,67.81,2,True,Medium
S101431,2020-21,1,61.32,2,True,Medium
S101432,2020-21,2,85.76,2,True,High
S101433,2019-20,1,69.52,1,True,Medium
S101434,2021-22,2,67.0,2,True,Medium
S101435,2020-21,2,46.99,2,False,Low
S101436,2020-21,2,74.9,0,True,High
S101437,2022-23,1,57.6,3,False,Medium
S101438,2021-22,2,58.28,0,False,Medium
S101439,2019-20,2,57.64,0,False,Medium
S101440,2019-20,2,71.59,1,True,High
S101441,2019-20,2,41.97,1,False,Low
S101442,2021-22,1,61.84,2,True,Medium
S101443,2020-21,1,79.7,0,True,High
S101444,2020-21,2,46.31,0,False,Low
S101445,2022-23,2,67.59,0,True,Medium
S101446,2022-23,1,55.53,0,False,Medium
S101447,2020-21,2,58.94,1,False,Medium
S101448,2020-21,1,89.83,0,True,High
S101449,2021-22,1,40.24,0,False,Low
S101450,2022-23,1,76.48,0,True,High
S101451,2019-20,1,57.83,1,False,Medium
S101452,2019-20,1,57.09,0,False,Medium
S101453,2019-20,1,48.33,1,False,Low
S101454,2019-20,1,76.31,0,True,High
S101455,2020-21,2,62.13,0,True,Medium
S101456,2020-21,1,60.23,2,True,Medium
S101457,2021-22,2,66.65,0,True,Medium
S101458,2019-20,2,62.45,0,True,Medium
S101459,2020-21,2,34.99,1,False,Low
S101460,2020-21,1,57.64,1,False,Medium
S101461,2020-21,1,78.43,1,True,High
S101462,2019-20,1,42.4,1,False,Low
S101463,2020-21,2,48.65,0,False,Low
S101464,2022-23,2,58.6,0,False,Medium
S101465,2019-20,2,54.12,0,False,Medium
S101466,2019-20,2,64.58,2,True,Medium
S101467,2022-23,1,48.6,3,False,Low
S101468,2021-22,2,59.18,0,False,Medium
S101469,2021-22,1,64.28,0,True,Medium
S101470,2019-20,2,74.73,0,True,High
S101471,2019-20,1,83.67,1,True,High
S101472,2019-20,2,61.08,0,True,Medium
S101473,2022-23,1,93.32,1,True,High
S101474,2020-21,2,62.24,2,True,Medium
S101475,2022-23,1,77.43,3,True,High
S101476,2020-21,1,93.97,0,True,High
S101477,2020-21,1,67.09,3,True,Medium
S101478,2021-22,2,44.4,1,False,Low
S101479,2022-23,1,66.36,0,True,Medium
S101480,2022-23,1,55.83,0,False,Medium
S101481,2019-20,1,60.88,1,True,Medium
S101482,2022-23,1,94.77,3,True,High
S101483,2020-21,1,46.66,0,False,Low
S101484,2020-21,2,69.51,0,True,Medium
S101485,2022-23,1,51.83,0,False,Medium
S101486,2021-22,2,60.39,3,True,Medium
S101487,2021-22,1,76.17,3,True,High
S101488,2019-20,2,69.77,0,True,Medium
S101489,2019-20,2,61.62,0,True,Medium
S101490,2020-21,2,55.25,2,False,Medium
S101491,2022-23,2,69.74,1,True,Medium
S101492,2020-21,2,90.62,3,True,High
S101493,2020-21,2,51.48,2,False,Medium
S101494,2022-23,1,93.67,0,True,High
S101495,2020-21,1,82.99,1,True,High
S101496,2020-21,1,85.54,0,True,High
S101497,2021-22,1,69.63,2,True,Medium
S101498,2019-20,2,82.57,1,True,High
S101499,2021-22,2,49.87,3,False,Low
S101500,2019-20,2,54.98,3,False,Medium
S101501,2019-20,1,76.49,0,True,High
S101502,2019-20,1,69.44,0,True,Medium
S101503,2021-22,2,62.77,0,True,Medium
S101504,2022-23,1,30.0,2,False,Low
S101505,2020-21,2,58.47,2,False,Medium
S101506,2022-23,2,47.39,3,False,Low
S101507,2022-23,1,72.4,1,True,High
S101508,2019-20,2,62.13,0,True,Medium
S101509,2019-20,1,55.58,0,False,Medium
S101510,2021-22,1,95.0,0,True,High
S101511,2021-22,1,80.57,1,True,High
S101512,2020-21,1,80.84,2,True,High
S101513,2022-23,2,95.0,0,True,High
S101514,2022-23,2,77.03,2,True,High
S101515,2020-21,2,53.44,0,False,Medium
S101516,2019-20,2,51.68,0,False,Medium
S101517,2021-22,1,79.47,0,True,High
S101518,2020-21,1,34.11,0,False,Low
S101519,2022-23,2,63.83,2,True,Medium
S101520,2020-21,1,32.43,0,False,Low
S101521,2020-21,1,66.48,0,True,Medium
S101522,2022-23,2,77.81,2,True,High
S101523,2022-23,2,69.19,3,True,Medium
S101524,2021-22,1,79.07,1,True,High
S101525,2021-22,2,94.47,0,True,High
S101526,2022-23,1,62.85,0,True,Medium
S101527,2021-22,1,95.0,0,True,High
S101528,2021-22,2,68.19,0,True,Medium
S101529,2021-22,2,79.24,2,True,High
S101530,2022-23,2,55.83,0,False,Medium
S101531,2019-20,1,89.29,0,True,High
S101532,2019-20,2,80.63,1,True,High
S101533,2021-22,2,87.07,2,True,High
S101534,2019-20,2,65.82,0,True,Medium
S101535,2021-22,2,46.17,0,False,Low
S101536,2019-20,1,71.91,0,True,High
S101537,2019-20,2,39.54,0,False,Low
S101538,2020-21,1,59.96,0,False,Medium
S101539,2021-22,2,67.87,0,True,Medium
S101540,2019-20,2,95.0,0,True,High
S101541,2019-20,2,69.78,0,True,Medium
S101542,2020-21,1,67.09,0,True,Medium
S101543,2019-20,2,64.05,3,True,Medium
S101544,2020-21,2,44.87,0,False,Low
S101545,2019-20,2,66.29,2,True,Medium
S101546,2020-21,1,66.54,0,True,Medium
S101547,2020-21,2,50.47,2,False,Medium
S101548,2022-23,2,47.2,0,False,Low
S101549,2021-22,1,57.78,0,False,Medium
S101550,2022-23,1,65.97,1,True,Medium
S101551,2021-22,1,58.14,1,False,Medium
S101552,2019-20,1,49.24,3,False,Low
S101553,2021-22,2,69.34,1,True,Medium
S101554,2022-23,2,73.08,0,True,High
S101555,2021-22,1,66.82,0,True,Medium
S101556,2022-23,1,56.56,0,False,Medium
S101557,2021-22,1,73.92,0,True,High
S101558,2019-20,1,62.14,1,True,Medium
S101559,2019-20,2,47.16,0,False,Low
S101560,2021-22,1,80.54,2,True,High
S101561,2021-22,1,70.3,0,True,High
S101562,2019-20,2,63.21,0,True,Medium
S101563,2021-22,2,41.43,0,False,Low
S101564,2020-21,1,53.83,0,False,Medium
S101565,2019-20,1,95.0,2,True,High
S101566,2019-20,1,42.37,3,False,Low
S101567,2022-23,2,61.23,0,True,Medium
S101568,2022-23,2,64.75,2,True,Medium
S101569,2020-21,2,69.81,1,True,Medium
S101570,2021-22,1,42.54,3,False,Low
S101571,2020-21,1,67.61,0,True,Medium
S101572,2021-22,2,39.71,0,False,Low
S101573,2022-23,2,66.46,0,True,Medium
S101574,2021-22,2,55.21,0,False,Medium
S101575,2022-23,1,52.01,0,False,Medium
S101576,2019-20,2,77.52,0,True,High
S101577,2019-20,2,61.47,1,True,Medium
S101578,2021-22,2,72.11,0,True,High
S101579,2022-23,1,72.6,1,True,High
S101580,2020-21,2,84.05,1,True,High
S101581,2022-23,1,46.88,2,False,Low
S101582,2022-23,1,78.79,0,True,High
S101583,2022-23,1,65.25,0,True,Medium
S101584,2019-20,2,59.33,0,False,Medium
S101585,2022-23,1,47.76,0,False,Low
S101586,2021-22,2,74.1,1,True,High
S101587,2019-20,1,51.17,0,False,Medium
S101588,2019-20,1,72.77,0,True,High
S101589,2019-20,1,93.92,0,True,High
S101590,2022-23,2,79.7,0,True,High
S101591,2020-21,2,85.87,3,True,High
S101592,2022-23,2,54.21,3,False,Medium
S101593,2022-23,2,76.44,0,True,High
S101594,2020-21,1,47.84,0,False,Low
S101595,2022-23,1,61.5,2,True,Medium
S101596,2021-22,1,91.12,2,True,High
S101597,2020-21,1,55.88,2,False,Medium
S101598,2021-22,1,81.67,0,True,High
S101599,2021-22,2,80.23,0,True,High
S101600,2019-20,1,81.12,0,True,High
S101601,2019-20,2,45.99,2,False,Low
S101602,2020-21,2,72.88,2,True,High
S101603,2022-23,2,62.65,0,True,Medium
S101604,2021-22,1,81.33,0,True,High
S101605,2022-23,2,40.17,1,False,Low
S101606,2021-22,2,70.52,2,True,High
S101607,2019-20,2,68.4,1,True,Medium
S101608,2019-20,2,35.15,1,False,Low
S101609,2019-20,1,51.72,0,False,Medium
S101610,2020-21,1,37.55,0,False,Low
S101611,2021-22,1,54.1,1,False,Medium
S101612,2022-23,2,73.24,2,True,High
S101613,2021-22,2,67.93,0,True,Medium
S101614,2022-23,1,67.54,0,True,Medium
S101615,2022-23,1,49.4,1,False,Low
S101616,2022-23,2,81.81,0,True,High
S101617,2021-22,2,64.72,0,True,Medium
S101618,2019-20,1,65.51,1,True,Medium
S101619,2020-21,1,79.11,1,True,High
S101620,2020-21,2,50.13,2,False,Medium
S101621,2019-20,1,68.43,0,True,Medium
S101622,2020-21,1,71.35,0,True,High
S101623,2022-23,2,56.82,0,False,Medium
S101624,2020-21,1,74.79,2,True,High
S101625,2021-22,1,72.16,2,True,High
S101626,2019-20,2,63.48,0,True,Medium
S101627,2019-20,1,63.02,0,True,Medium
S101628,2019-20,2,72.85,0,True,High
S101629,2019-20,1,76.83,0,True,High
S101630,2021-22,1,65.94,0,True,Medium
S101631,2022-23,2,81.8,1,True,High
S101632,2022-23,1,74.88,1,True,High
S101633,2022-23,1,38.17,1,False,Low
S101634,2020-21,2,43.93,2,False,Low
S101635,2022-23,2,82.73,0,True,High
S101636,2020-21,1,61.3,2,True,Medium
S101637,2021-22,1,67.46,0,True,Medium
S101638,2020-21,1,82.09,0,True,High
S101639,2022-23,2,64.9,0,True,Medium
S101640,2019-20,1,65.56,0,True,Medium
S101641,2021-22,1,51.97,0,False,Medium
S101642,2022-23,2,70.55,0,True,High
S101643,2022-23,2,73.8,0,True,High
S101644,2022-23,2,56.33,2,False,Medium
S101645,2021-22,2,51.17,0,False,Medium
S101646,2019-20,1,95.0,0,True,High
S101647,2019-20,1,63.61,2,True,Medium
S101648,2019-20,1,54.74,1,False,Medium
S101649,2022-23,2,75.6,0,True,High
S101650,2020-21,1,64.24,0,True,Medium
S101651,2022-23,1,48.71,1,False,Low
S101652,2019-20,1,72.25,0,True,High
S101653,2021-22,2,52.2,0,False,Medium
S101654,2020-21,1,88.65,0,True,High
S101655,2020-21,1,72.42,1,True,High
S101656,2022-23,2,60.85,0,True,Medium
S101657,2021-22,1,66.64,0,True,Medium
S101658,2020-21,2,78.55,0,True,High
S101659,2019-20,2,67.79,1,True,Medium
S101660,2022-23,1,95.0,1,True,High
S101661,2022-23,2,82.04,1,True,High
S101662,2019-20,2,72.31,0,True,High
S101663,2019-20,2,50.95,2,False,Medium
S101664,2019-20,1,62.8,0,True,Medium
S101665,2020-21,2,72.18,0,True,High
S101666,2021-22,1,52.66,2,False,Medium
S101667,2020-21,1,84.4,3,True,High
S101668,2021-22,2,50.39,1,False,Medium
S101669,2022-23,2,55.44,2,False,Medium
S101670,2021-22,1,56.57,0,False,Medium
S101671,2019-20,2,76.16,0,True,High
S101672,2020-21,1,52.93,0,False,Medium
S101673,2019-20,1,38.0,0,False,Low
S101674,2022-23,2,81.32,1,True,High
S101675,2020-21,2,58.33,0,False,Medium
S101676,2020-21,2,48.97,2,False,Low
S101677,2019-20,2,53.68,0,False,Medium
S101678,2020-21,2,90.75,0,True,High
S101679,2019-20,2,55.14,0,False,Medium
S101680,2021-22,2,63.15,3,True,Medium
S101681,2022-23,2,58.3,2,False,Medium
S101682,2019-20,2,46.51,1,False,Low
S101683,2022-23,2,53.86,2,False,Medium
S101684,2020-21,1,45.48,2,False,Low
S101685,2022-23,2,79.34,2,True,High
S101686,2022-23,2,66.51,0,True,Medium
S101687,2022-23,2,95.0,0,True,High
S101688,2020-21,1,54.37,0,False,Medium
S101689,2021-22,2,52.12,3,False,Medium
S101690,2021-22,2,88.01,3,True,High
S101691,2021-22,2,80.87,1,True,High
S101692,2019-20,2,70.77,0,True,High
S101693,2019-20,2,48.29,0,False,Low
S101694,2020-21,1,91.17,0,True,High
S101695,2021-22,2,63.92,0,True,Medium
S101696,2022-23,2,58.54,0,False,Medium
S101697,2021-22,1,82.14,0,True,High
S101698,2019-20,1,64.67,3,True,Medium
S101699,2020-21,1,47.51,0,False,Low
S101700,2021-22,2,65.6,2,True,Medium
S101701,2019-20,2,53.28,1,False,Medium
S101702,2019-20,1,30.0,0,False,Low
S101703,2022-23,2,51.77,0,False,Medium
S101704,2021-22,2,57.08,3,False,Medium
S101705,2022-23,2,47.67,1,False,Low
S101706,2021-22,2,73.63,0,True,High
S101707,2020-21,2,53.34,0,False,Medium
S101708,2021-22,1,72.18,1,True,High
S101709,2022-23,1,46.5,0,False,Low
S101710,2022-23,1,78.64,0,True,High
S101711,2019-20,2,45.85,1,False,Low
S101712,2021-22,1,30.0,1,False,Low
S101713,2021-22,2,83.56,0,True,High
S101714,2020-21,1,52.16,2,False,Medium
S101715,2019-20,1,91.35,1,True,High
S101716,2022-23,1,73.47,2,True,High
S101717,2021-22,1,76.85,0,True,High
S101718,2019-20,2,80.68,0,True,High
S101719,2020-21,1,66.69,0,True,Medium
S101720,2019-20,1,66.86,0,True,Medium
S101721,2021-22,1,84.22,3,True,High
S101722,2021-22,2,66.67,3,True,Medium
S101723,2020-21,1,54.08,1,False,Medium
S101724,2020-21,1,73.79,0,True,High
S101725,2020-21,1,33.3,1,False,Low
S101726,2022-23,1,84.79,0,True,High
S101727,2019-20,1,85.11,0,True,High
S101728,2019-20,2,82.97,0,True,High
S101729,2019-20,1,82.4,0,True,High
S101730,2022-23,2,63.74,0,True,Medium
S101731,2019-20,2,63.4,0,True,Medium
S101732,2020-21,1,46.56,0,False,Low
S101733,2019-20,1,91.22,1,True,High
S101734,2022-23,2,57.72,0,False,Medium
S101735,2022-23,1,70.1,1,True,High
S101736,2019-20,1,68.81,0,True,Medium
S101737,2022-23,2,44.89,0,False,Low
S101738,2022-23,1,38.83,2,False,Low
S101739,2019-20,2,65.08,0,True,Medium
S101740,2022-23,2,58.19,0,False,Medium
S101741,2022-23,1,63.66,2,True,Medium
S101742,2019-20,1,80.98,0,True,High
S101743,2020-21,2,68.37,2,True,Medium
S101744,2020-21,2,76.38,0,True,High
S101745,2022-23,1,71.68,0,True,High
S101746,2021-22,2,60.25,1,True,Medium
S101747,2021-22,2,49.97,0,False,Low
S101748,2019-20,1,68.97,0,True,Medium
S101749,2019-20,1,66.26,0,True,Medium
S101750,2020-21,2,78.73,0,True,High
S101751,2021-22,1,62.74,1,True,Medium
S101752,2019-20,2,60.54,2,True,Medium
S101753,2021-22,2,61.56,2,True,Medium
S101754,2021-22,1,51.22,0,False,Medium
S101755,2022-23,2,86.7,1,True,High
S101756,2022-23,2,82.09,0,True,High
S101757,2021-22,2,46.8,1,False,Low
S101758,2020-21,1,77.06,2,True,High
S101759,2019-20,1,37.32,0,False,Low
S101760,2019-20,2,79.78,3,True,High
S101761,2020-21,2,54.55,2,False,Medium
S101762,2022-23,2,70.4,1,True,High
S101763,2022-23,1,36.06,1,False,Low
S101764,2020-21,2,47.02,1,False,Low
S101765,2020-21,1,72.03,3,True,High
S101766,2022-23,2,54.49,1,False,Medium
S101767,2021-22,2,52.4,0,False,Medium
S101768,2022-23,1,85.94,1,True,High
S101769,2021-22,1,95.0,0,True,High
S101770,2019-20,1,79.06,3,True,High
S101771,2019-20,2,48.62,2,False,Low
S101772,2021-22,2,91.45,0,True,High
S101773,2021-22,1,41.58,1,False,Low
S101774,2022-23,1,60.43,2,True,Medium
S101775,2020-21,2,65.82,0,True,Medium
S101776,2021-22,2,93.86,0,True,High
S101777,2019-20,1,78.69,0,True,High
S101778,2022-23,2,58.04,1,False,Medium
S101779,2019-20,1,50.83,0,False,Medium
S101780,2022-23,2,80.03,1,True,High
S101781,2020-21,1,57.0,0,False,Medium
S101782,2020-21,2,68.25,0,True,Medium
S101783,2019-20,2,44.45,0,False,Low
S101784,2021-22,2,73.54,0,True,High
S101785,2021-22,1,72.33,0,True,High
S101786,2019-20,1,46.38,0,False,Low
S101787,2021-22,1,80.47,1,True,High
S101788,2021-22,2,73.32,0,True,High
S101789,2019-20,2,76.1,1,True,High
S101790,2019-20,1,59.32,0,False,Medium
S101791,2020-21,2,67.68,0,True,Medium
S101792,2019-20,1,65.95,0,True,Medium
S101793,2020-21,2,62.78,1,True,Medium
S101794,2020-21,2,67.56,0,True,Medium
S101795,2022-23,2,83.85,0,True,High
S101796,2021-22,1,81.12,3,True,High
S101797,2019-20,1,47.27,1,False,Low
S101798,2021-22,1,79.78,0,True,High
S101799,2022-23,2,82.87,1,True,High
S101800,2019-20,2,62.73,2,True,Medium
S101801,2019-20,2,72.63,2,True,High
S101802,2022-23,2,72.41,0,True,High
S101803,2021-22,1,52.25,0,False,Medium
S101804,2020-21,1,59.27,1,False,Medium
S101805,2022-23,2,76.26,0,True,High
S101806,2022-23,1,57.56,2,False,Medium
S101807,2019-20,2,79.63,0,True,High
S101808,2020-21,2,84.57,0,True,High
S101809,2022-23,1,82.16,2,True,High
S101810,2021-22,1,94.7,0,True,High
S101811,2022-23,1,63.64,0,True,Medium
S101812,2021-22,2,67.66,1,True,Medium
S101813,2019-20,2,69.81,0,True,Medium
S101814,2022-23,2,64.09,1,True,Medium
S101815,2021-22,1,73.13,0,True,High
S101816,2019-20,1,39.33,0,False,Low
S101817,2019-20,1,68.07,0,True,Medium
S101818,2019-20,1,44.34,1,False,Low
S101819,2022-23,1,50.56,0,False,Medium
S101820,2019-20,1,75.99,0,True,High
S101821,2019-20,1,62.01,2,True,Medium
S101822,2021-22,2,75.46,2,True,High
S101823,2019-20,1,61.69,1,True,Medium
S101824,2022-23,1,81.6,0,True,High
S101825,2020-21,2,61.41,0,True,Medium
S101826,2019-20,2,35.68,1,False,Low
S101827,2022-23,1,68.38,2,True,Medium
S101828,2019-20,2,32.47,2,False,Low
S101829,2022-23,1,43.21,2,False,Low
S101830,2019-20,1,51.76,2,False,Medium
S101831,2021-22,1,49.88,0,False,Low
S101832,2020-21,2,56.82,1,False,Medium
S101833,2020-21,2,49.37,2,False,Low
S101834,2022-23,1,43.91,2,False,Low
S101835,2022-23,2,88.13,2,True,High
S101836,2020-21,1,54.83,0,False,Medium
S101837,2021-22,1,31.54,1,False,Low
S101838,2021-22,2,59.59,0,False,Medium
S101839,2019-20,2,48.13,0,False,Low
S101840,2021-22,2,51.73,0,False,Medium
S101841,2020-21,1,75.66,3,True,High
S101842,2020-21,2,58.28,2,False,Medium
S101843,2021-22,2,47.71,1,False,Low
S101844,2021-22,2,71.69,0,True,High
S101845,2020-21,1,82.25,0,True,High
S101846,2020-21,1,73.05,1,True,High
