student_id,family_income_band,parental_education,access_to_internet,working_part_time,scholarship_status
S101153,High,No Formal Education,True,False,True
S101154,High,No Formal Education,True,False,True
S101155,Low,Graduate,True,False,False
S101156,Low,High School,True,False,False
S101157,Low,No Formal Education,False,True,False
S101158,Middle,No Formal Education,True,False,False
S101159,Low,No Formal Education,False,False,True
S101160,High,No Formal Education,True,False,False
S101161,Middle,High School,True,False,False
S101162,Middle,Post Graduate,False,True,False
S101163,Middle,No Formal Education,False,False,True
S101164,Middle,Post Graduate,True,False,False
S101165,Low,High School,True,False,False
S101166,Low,Post Graduate,True,False,True
S101167,Middle,Post Graduate,True,True,False
S101168,Middle,Graduate,False,False,True
S101169,Low,Post Graduate,True,False,False
S101170,High,Post Graduate,True,False,False
S101171,High,Post Graduate,True,True,False
S101172,Low,No Formal Education,True,False,True
S101173,Middle,No Formal Education,True,False,False
S101174,Low,Graduate,True,False,False
S101175,Low,Graduate,True,False,False
S101176,High,Post Graduate,False,False,False
S101177,High,No Formal Education,True,False,False
S101178,Middle,Post Graduate,True,False,False
S101179,High,No Formal Education,False,False,True
S101180,Middle,Graduate,True,False,False
S101181,Middle,High School,False,False,True
S101182,Middle,High School,True,False,True
S101183,Low,Post Graduate,True,False,False
S101184,Low,Graduate,True,True,True
S101185,Middle,No Formal Education,False,False,True
S101186,Middle,Post Graduate,True,False,True
S101187,Middle,Post Graduate,True,False,True
S101188,Middle,No Formal Education,False,False,False
S101189,Low,Post Graduate,False,False,False
S101190,Low,No Formal Education,False,False,False
S101191,Middle,Graduate,True,True,False
S101192,Low,Graduate,True,True,True
S101193,High,High School,True,True,False
S101194,Middle,Graduate,True,False,True
S101195,Low,No Formal Education,True,False,False
S101196,Middle,Graduate,False,True,True
S101197,Middle,Graduate,True,False,True
S101198,Middle,No Formal Education,False,False,False
S101199,High,No Formal Education,True,True,True
S101200,Middle,Graduate,True,False,False
S101201,High,Post Graduate,True,False,False
S101202,High,Graduate,True,False,False
S101203,Low,No Formal Education,True,False,False
S101204,Low,No Formal Education,True,True,False
S101205,Middle,Post Graduate,False,False,False
S101206,Middle,Post Graduate,False,False,False
S101207,High,Graduate,True,True,False
S101208,Middle,Graduate,True,False,True
S101209,Middle,High School,True,False,False
S101210,Middle,No Formal Education,True,True,False
S101211,Middle,Graduate,True,False,True
S101212,Low,No Formal Education,False,True,False
S101213,Low,No Formal Education,False,False,True
S101214,Middle,No Formal Education,True,True,False
S101215,Middle,Post Graduate,True,False,False
S101216,Middle,No Formal Education,True,False,False
S101217,Low,Graduate,True,False,False
S101218,Low,High School,False,False,True
S101219,Middle,Post Graduate,True,False,False
S101220,High,High School,True,True,True
S101221,High,Graduate,False,False,False
S101222,Middle,Post Graduate,False,False,False
S101223,High,High School,True,True,False
S101224,Low,Post Graduate,True,False,False
S101225,High,No Formal Education,False,True,False
S101226,Middle,Graduate,True,False,False
S101227,Middle,Graduate,True,False,False
S101228,Low,Graduate,False,False,False
S101229,High,No Formal Education,True,False,False
S101230,Middle,No Formal Education,True,False,False
S101231,Low,No Formal Education,True,True,False
S101232,Low,Graduate,False,False,False
S101233,Low,No Formal Education,False,True,False
S101234,Middle,Graduate,False,False,True
S101235,Low,Post Graduate,True,False,False
S101236,Middle,Post Graduate,True,False,True
S101237,High,No Formal Education,True,True,True
S101238,High,No Formal Education,False,False,False
S101239,Low,No Formal Education,True,False,False
S101240,Low,Post Graduate,True,False,False
S101241,Low,No Formal Education,True,False,False
S101242,Low,Post Graduate,True,False,False
S101243,High,High School,True,False,True
S101244,Middle,No Formal Education,True,True,False
S101245,Middle,High School,True,False,False
S101246,Low,Graduate,False,False,False
S101247,Middle,Graduate,True,True,False
S101248,High,Post Graduate,True,False,True
S101249,Middle,Post Graduate,True,True,False
S101250,High,Post Graduate,False,False,False
S101251,Low,High School,True,False,False
S101252,Low,Graduate,False,False,False
S101253,High,Post Graduate,True,False,True
S101254,Middle,Post Graduate,False,False,False
S101255,Low,No Formal Education,False,False,False
S101256,Low,High School,True,False,True
S101257,Middle,High School,True,False,False
S101258,Middle,Graduate,False,True,False
S101259,High,Graduate,True,False,False
S101260,Low,Post Graduate,False,False,True
S101261,Middle,High School,False,False,False
S101262,Middle,Graduate,True,True,True
S101263,Middle,High School,False,True,True
S101264,Middle,Post Graduate,True,True,False
S101265,Middle,Post Graduate,True,False,False
S101266,Low,Post Graduate,False,False,False
S101267,Middle,Post Graduate,True,False,False
S101268,Low,High School,True,False,False
S101269,Low,Post Graduate,True,False,False
S101270,Low,High School,True,False,False
S101271,Low,No Formal Education,True,False,False
S101272,Middle,Post Graduate,True,False,False
S101273,Low,No Formal Education,True,False,False
S101274,Middle,Graduate,True,False,False
S101275,High,Post Graduate,False,True,True
S101276,Low,High School,True,False,False
S101277,Low,Graduate,True,True,False
S101278,Middle,Post Graduate,True,True,True
S101279,Low,No Formal Education,False,True,False
S101280,Middle,Graduate,True,False,False
S101281,Low,High School,False,False,False
S101282,Low,High School,True,False,False
S101283,High,No Formal Education,True,True,True
S101284,Low,High School,True,False,False
S101285,Low,Post Graduate,True,True,False
S101286,Low,Graduate,True,False,True
S101287,Low,Post Graduate,True,True,True
S101288,Low,High School,True,False,False
S101289,Low,No Formal Education,False,False,True
S101290,Middle,Post Graduate,True,False,True
S101291,Middle,High School,True,False,False
S101292,Middle,No Formal Education,True,False,False
S101293,Middle,Post Graduate,False,False,True
S101294,High,High School,True,False,False
S101295,High,No Formal Education,True,False,False
S101296,Middle,No Formal Education,False,False,False
S101297,High,Post Graduate,True,False,False
S101298,Middle,Post Graduate,True,True,False
S101299,Middle,High School,False,False,True
S101300,Middle,Graduate,True,True,False
S101301,High,Post Graduate,False,False,False
S101302,Middle,Post Graduate,True,False,True
S101303,Middle,No Formal Education,True,True,False
S101304,Middle,High School,True,False,False
S101305,High,Graduate,True,False,False
S101306,High,Graduate,False,False,False
S101307,Low,Post Graduate,True,True,False
S101308,Middle,Graduate,True,False,False
S101309,Low,Graduate,True,True,False
S101310,Low,No Formal Education,False,False,True
S101311,High,No Formal Education,False,False,False
S101312,Middle,No Formal Education,True,False,True
S101313,Low,Post Graduate,True,False,False
S101314,Middle,Graduate,True,False,False
S101315,Middle,No Formal Education,False,True,False
S101316,Low,High School,True,False,False
S101317,Low,Graduate,True,False,False
S101318,Middle,High School,True,False,False
S101319,Low,Graduate,False,True,False
S101320,Low,High School,True,False,False
S101321,Low,High School,True,True,False
S101322,High,Post Graduate,True,False,False
S101323,Low,High School,True,False,False
S101324,High,No Formal Education,False,False,False
S101325,Middle,No Formal Education,False,False,False
S101326,Low,Graduate,False,False,True
S101327,Middle,No Formal Education,True,False,True
S101328,Middle,Post Graduate,True,False,False
S101329,High,No Formal Education,True,False,False
S101330,High,Post Graduate,True,False,False
S101331,Low,No Formal Education,False,True,False
S101332,Middle,Post Graduate,True,False,True
S101333,Low,Graduate,True,False,False
S101334,Low,Graduate,True,False,False
S101335,Low,No Formal Education,True,False,False
S101336,Middle,Graduate,False,False,False
S101337,Low,Graduate,True,False,False
S101338,Middle,Graduate,True,True,False
S101339,High,No Formal Education,False,False,False
S101340,Middle,Post Graduate,False,True,False
S101341,High,No Formal Education,False,False,True
S101342,Low,High School,True,False,True
S101343,Middle,Post Graduate,True,False,True
S101344,High,High School,True,True,False
S101345,Low,High School,True,False,False
S101346,Middle,Graduate,True,True,False
S101347,Low,Post Graduate,False,True,True
S101348,Middle,Post Graduate,True,False,False
S101349,Middle,High School,False,False,True
S101350,High,High School,False,True,True
S101351,Middle,Graduate,False,False,True
S101352,High,Graduate,False,False,False
S101353,Low,No Formal Education,True,False,False
S101354,Middle,Post Graduate,False,False,True
S101355,Middle,High School,True,False,False
S101356,Middle,No Formal Education,False,False,False
S101357,Middle,Graduate,False,False,False
S101358,High,High School,True,False,True
S101359,Low,Post Graduate,False,False,False
S101360,Low,High School,True,False,True
S101361,High,High School,True,False,False
S101362,Middle,No Formal Education,True,False,False
S101363,Middle,High School,False,False,False
S101364,Low,No Formal Education,False,False,False
S101365,Low,No Formal Education,True,False,False
S101366,Low,Graduate,True,False,False
S101367,Low,High School,True,False,False
S101368,Middle,No Formal Education,True,False,False
S101369,Middle,High School,True,False,False
S101370,High,Post Graduate,True,False,True
S101371,Low,High School,True,False,False
S101372,Low,Graduate,False,True,False
S101373,Middle,No Formal Education,True,True,False
S101374,Low,No Formal Education,True,False,False
S101375,High,Post Graduate,True,False,False
S101376,Middle,Graduate,True,False,True
S101377,High,No Formal Education,True,False,False
S101378,Low,Post Graduate,True,False,True
S101379,Low,No Formal Education,True,False,False
S101380,Low,No Formal Education,False,False,True
S101381,Low,Graduate,True,False,True
S101382,Middle,Post Graduate,True,False,False
S101383,High,No Formal Education,True,False,False
S101384,Low,High School,True,False,False
S101385,Low,Post Graduate,True,False,False
S101386,Low,Graduate,True,False,False
S101387,Middle,Graduate,True,True,False
S101388,Middle,Graduate,True,True,False
S101389,Middle,No Formal Education,True,True,False
S101390,Middle,Graduate,True,False,False
S101391,Middle,Post Graduate,True,False,False
S101392,Middle,No Formal Education,False,False,False
S101393,High,High School,True,False,False
S101394,Low,Graduate,True,True,True
S101395,Low,Graduate,True,False,False
S101396,Low,Graduate,False,False,False
S101397,Low,High School,True,False,True
S101398,Low,No Formal Education,True,False,False
S101399,Low,Graduate,False,False,False
S101400,Low,High School,True,False,True
S101401,Middle,No Formal Education,False,False,False
S101402,Middle,Post Graduate,True,True,False
S101403,Low,Graduate,True,False,False
S101404,Middle,No Formal Education,True,False,True
S101405,Middle,Graduate,False,False,False
S101406,Low,High School,True,False,False
S101407,High,No Formal Education,True,False,False
S101408,Low,High School,True,False,True
S101409,Middle,Graduate,True,False,False
S101410,High,Post Graduate,True,False,False
S101411,Middle,High School,False,False,False
S101412,Middle,No Formal Education,True,False,False
S101413,High,No Formal Education,True,False,False
S101414,Low,Graduate,True,False,True
S101415,Low,No Formal Education,False,False,True
S101416,Middle,Graduate,False,False,False
S101417,High,High School,False,True,False
S101418,Middle,Post Graduate,True,False,False
S101419,High,High School,True,False,False
S101420,Low,High School,True,False,False
S101421,High,Graduate,True,False,False
S101422,High,Post Graduate,True,False,False
S101423,Middle,High School,False,False,False
S101424,High,Graduate,True,True,False
S101425,Low,High School,True,False,True
S101426,High,High School,False,False,True
S101427,High,No Formal Education,False,False,True
S101428,Low,High School,False,False,False
S101429,Middle,Post Graduate,True,False,False
S101430,Middle,High School,False,True,False
S101431,Low,Graduate,True,False,False
S101432,Low,No Formal Education,False,False,True
S101433,Low,Graduate,True,False,False
S101434,Middle,Post Graduate,True,True,False
S101435,Middle,High School,True,False,True
S101436,High,High School,False,True,True
S101437,Low,No Formal Education,True,False,False
S101438,Middle,High School,False,False,False
S101439,Low,Graduate,True,False,True
S101440,Middle,Graduate,True,False,False
S101441,High,No Formal Education,True,False,True
S101442,Low,High School,True,False,True
S101443,Low,No Formal Education,False,False,True
S101444,Middle,Post Graduate,True,False,True
S101445,Low,High School,False,False,True
S101446,Middle,High School,True,True,False
S101447,Low,High School,True,False,False
S101448,Low,Post Graduate,False,False,False
S101449,Middle,Post Graduate,False,True,False
S101450,High,Post Graduate,True,False,False
S101451,Middle,Graduate,True,False,False
S101452,Low,No Formal Education,True,False,False
S101453,Low,Graduate,True,False,False
S101454,High,Post Graduate,True,False,False
S101455,High,Graduate,True,True,False
S101456,Low,Graduate,True,True,True
S101457,High,No Formal Education,True,True,True
S101458,High,Post Graduate,True,True,False
S101459,Low,Graduate,True,False,True
S101460,Middle,Graduate,True,False,False
S101461,Middle,High School,False,False,False
S101462,Low,High School,True,True,True
S101463,Low,Post Graduate,False,True,False
S101464,Low,Graduate,True,False,False
S101465,High,Post Graduate,True,False,True
S101466,High,No Formal Education,True,True,True
S101467,Low,Post Graduate,False,False,False
S101468,Middle,Post Graduate,True,False,False
S101469,Middle,Graduate,True,True,False
S101470,Middle,No Formal Education,True,False,False
S101471,Middle,Post Graduate,True,False,False
S101472,Middle,High School,False,False,False
S101473,Low,No Formal Education,True,False,True
S101474,Low,Graduate,True,False,True
S101475,Middle,High School,True,False,False
S101476,Middle,No Formal Education,True,False,False
S101477,Middle,Graduate,False,False,False
S101478,Middle,Graduate,True,True,False
S101479,Middle,No Formal Education,True,False,True
S101480,Middle,No Formal Education,True,False,False
S101481,High,No Formal Education,False,False,True
S101482,Low,Graduate,True,False,True
S101483,High,High School,False,False,False
S101484,Low,High School,True,False,False
S101485,Middle,Graduate,True,False,False
S101486,Middle,No Formal Education,True,False,False
S101487,Low,Graduate,False,False,False
S101488,High,Graduate,True,False,False
S101489,Low,Graduate,True,False,False
S101490,Middle,Graduate,True,False,False
S101491,High,High School,True,False,False
S101492,Low,No Formal Education,True,False,False
S101493,High,Graduate,False,False,False
S101494,Middle,Graduate,True,False,False
S101495,High,No Formal Education,True,True,False
S101496,Middle,No Formal Education,True,False,False
S101497,Middle,Graduate,True,False,True
S101498,Low,Graduate,True,True,False
S101499,Middle,No Formal Education,False,True,False
S101500,Low,No Formal Education,True,True,False
S101501,Middle,High School,True,True,False
S101502,Low,Graduate,False,True,True
S101503,Low,Post Graduate,True,False,True
S101504,Low,No Formal Education,True,True,False
S101505,High,No Formal Education,False,False,False
S101506,Middle,High School,True,True,True
S101507,Middle,High School,False,False,True
S101508,High,Post Graduate,True,False,False
S101509,Middle,No Formal Education,False,False,False
S101510,Low,Graduate,True,False,False
S101511,Middle,Graduate,False,True,True
S101512,High,Graduate,False,False,True
S101513,Low,High School,True,False,False
S101514,Middle,Post Graduate,False,False,True
S101515,Middle,Post Graduate,True,False,True
S101516,Low,Post Graduate,True,True,True
S101517,High,No Formal Education,True,False,False
S101518,Low,No Formal Education,True,False,False
S101519,Low,Post Graduate,False,True,False
S101520,High,Post Graduate,True,False,True
S101521,Middle,Post Graduate,True,False,False
S101522,Low,High School,True,True,False
S101523,Low,Post Graduate,False,False,True
S101524,High,Graduate,False,True,False
S101525,Low,No Formal Education,False,False,False
S101526,Middle,Graduate,True,False,False
S101527,Low,No Formal Education,True,True,False
S101528,High,High School,False,True,False
S101529,Middle,High School,False,False,False
S101530,Middle,Graduate,True,True,True
S101531,Middle,High School,False,False,True
S101532,High,No Formal Education,False,False,False
S101533,High,High School,True,True,False
S101534,Middle,Graduate,False,True,True
S101535,High,High School,False,False,False
S101536,Low,Post Graduate,True,False,False
S101537,Low,No Formal Education,True,True,False
S101538,High,High School,False,False,False
S101539,Middle,No Formal Education,True,False,True
S101540,High,Graduate,False,False,False
S101541,Low,Post Graduate,True,False,False
S101542,Middle,No Formal Education,False,False,False
S101543,Middle,Post Graduate,True,False,False
S101544,Middle,Post Graduate,True,False,True
S101545,Low,Post Graduate,True,False,False
S101546,High,High School,False,False,True
S101547,Low,High School,True,False,False
S101548,Middle,Graduate,False,False,False
S101549,Middle,High School,True,False,False
S101550,Middle,Graduate,True,False,True
S101551,Middle,Graduate,False,False,False
S101552,High,Post Graduate,True,False,False
S101553,Low,No Formal Education,False,False,False
S101554,Middle,High School,True,True,False
S101555,Low,No Formal Education,False,False,False
S101556,High,Graduate,True,True,False
S101557,Middle,Graduate,True,False,True
S101558,Middle,Graduate,True,True,False
S101559,Middle,Post Graduate,True,False,True
S101560,Middle,No Formal Education,True,True,False
S101561,Low,Post Graduate,True,False,False
S101562,High,No Formal Education,False,False,True
S101563,Middle,Post Graduate,False,False,False
S101564,Middle,Graduate,False,False,False
S101565,Middle,High School,True,False,False
S101566,High,Post Graduate,True,True,True
S101567,Low,Post Graduate,True,True,False
S101568,Low,High School,True,False,False
S101569,Low,High School,True,True,False
S101570,Middle,Post Graduate,False,False,False
S101571,Low,Graduate,True,True,False
S101572,Middle,Graduate,False,False,True
S101573,Low,High School,True,False,False
S101574,Middle,Post Graduate,True,False,False
S101575,Middle,No Formal Education,True,True,False
S101576,Low,High School,True,False,True
S101577,Low,No Formal Education,True,False,False
S101578,High,High School,True,True,False
S101579,Middle,Post Graduate,True,True,True
S101580,High,Graduate,True,False,False
S101581,Low,High School,True,True,False
S101582,High,No Formal Education,True,False,False
S101583,Middle,Post Graduate,True,False,True
S101584,Low,Post Graduate,True,False,True
S101585,Middle,Post Graduate,True,False,False
S101586,Middle,No Formal Education,True,False,False
S101587,Low,High School,True,False,True
S101588,High,Graduate,True,False,False
S101589,Middle,Graduate,True,True,False
S101590,Low,No Formal Education,True,False,False
S101591,High,Graduate,False,True,True
S101592,Middle,High School,True,True,False
S101593,Middle,No Formal Education,True,False,False
S101594,Middle,No Formal Education,False,False,False
S101595,Middle,High School,True,False,False
S101596,Middle,Post Graduate,False,True,True
S101597,Low,High School,True,False,False
S101598,Middle,High School,False,False,False
S101599,Middle,Graduate,True,False,False
S101600,Middle,Graduate,True,True,False
S101601,Middle,Graduate,True,True,False
S101602,Middle,Post Graduate,False,False,True
S101603,Middle,High School,False,False,False
S101604,Middle,Graduate,True,False,False
S101605,Low,Post Graduate,False,False,True
S101606,Low,Graduate,True,True,True
S101607,Middle,High School,True,False,False
S101608,Low,High School,True,False,True
S101609,Low,High School,True,False,False
S101610,Low,No Formal Education,False,True,False
S101611,Low,High School,True,True,False
S101612,Low,High School,False,False,True
S101613,Low,Graduate,False,False,False
S101614,Low,No Formal Education,True,False,False
S101615,Low,Graduate,False,False,False
S101616,Low,Post Graduate,False,False,False
S101617,Low,Post Graduate,False,True,False
S101618,Middle,No Formal Education,True,False,False
S101619,Low,High School,False,True,False
S101620,Middle,No Formal Education,True,False,False
S101621,Low,High School,True,True,False
S101622,Low,Post Graduate,True,False,True
S101623,Middle,Post Graduate,False,False,False
S101624,Middle,No Formal Education,True,False,True
S101625,Low,Graduate,True,False,True
S101626,Low,Post Graduate,True,False,False
S101627,Low,No Formal Education,True,True,False
S101628,Middle,No Formal Education,True,False,False
S101629,Low,Post Graduate,True,False,False
S101630,Low,High School,True,False,True
S101631,High,Graduate,True,False,False
S101632,Low,Graduate,True,False,False
S101633,Low,High School,True,False,False
S101634,Low,Post Graduate,False,False,False
S101635,Low,Post Graduate,True,True,False
S101636,Low,High School,True,False,False
S101637,High,Post Graduate,True,True,True
S101638,High,Graduate,False,False,False
S101639,Middle,No Formal Education,True,False,False
S101640,Middle,Graduate,True,False,False
S101641,Middle,Graduate,True,False,False
S101642,Middle,Graduate,False,False,False
S101643,Middle,Post Graduate,False,True,False
S101644,Middle,High School,True,True,False
S101645,Low,Post Graduate,False,False,False
S101646,Low,High School,True,True,True
S101647,High,No Formal Education,True,True,False
S101648,Low,No Formal Education,True,False,False
S101649,High,Graduate,False,True,False
S101650,Middle,High School,False,False,True
S101651,Middle,Graduate,True,False,True
S101652,Low,Post Graduate,True,True,True
S101653,Low,High School,True,False,True
S101654,Middle,Graduate,True,False,False
S101655,Middle,Post Graduate,True,False,False
S101656,Middle,No Formal Education,False,False,False
S101657,Middle,Graduate,True,False,False
S101658,Low,High School,False,False,False
S101659,Middle,High School,True,False,False
S101660,High,Post Graduate,True,False,False
S101661,High,Graduate,False,True,True
S101662,Middle,No Formal Education,False,False,False
S101663,Low,Graduate,True,False,True
S101664,Low,Graduate,True,False,False
S101665,Middle,High School,True,True,True
S101666,Middle,Post Graduate,True,True,True
S101667,Middle,High School,False,False,False
S101668,Middle,No Formal Education,False,False,True
S101669,High,Graduate,False,True,False
S101670,Low,No Formal Education,True,False,False
S101671,High,Post Graduate,False,False,True
S101672,Low,Post Graduate,True,False,True
S101673,Low,Graduate,True,False,True
S101674,High,Post Graduate,True,False,False
S101675,High,No Formal Education,True,False,True
S101676,Middle,Graduate,True,False,False
S101677,High,Post Graduate,False,False,False
S101678,High,No Formal Education,True,False,True
S101679,Middle,Graduate,True,False,True
S101680,Middle,Post Graduate,False,False,False
S101681,Low,High School,True,False,False
S101682,Low,Graduate,False,False,False
S101683,Middle,Graduate,True,False,True
S101684,Middle,High School,False,False,False
S101685,Low,Post Graduate,False,False,False
S101686,Middle,Graduate,False,False,False
S101687,High,No Formal Education,False,False,False
S101688,Middle,Post Graduate,False,False,False
S101689,High,Graduate,True,False,False
S101690,High,No Formal Education,True,False,False
S101691,Middle,High School,True,True,False
S101692,Low,No Formal Education,False,True,False
S101693,Low,Post Graduate,False,True,False
S101694,Middle,High School,False,False,False
S101695,Middle,No Formal Education,True,False,False
S101696,Low,Post Graduate,True,False,False
S101697,High,High School,False,False,False
S101698,Middle,Post Graduate,True,True,True
S101699,Low,Graduate,True,False,True
S101700,Middle,Post Graduate,False,False,True
S101701,Low,No Formal Education,True,False,True
S101702,Low,Post Graduate,True,False,False
S101703,Low,Post Graduate,False,False,True
S101704,Low,High School,False,False,True
S101705,High,Post Graduate,True,False,False
S101706,Middle,Post Graduate,True,False,False
S101707,Middle,Graduate,False,False,False
S101708,Middle,Graduate,False,True,False
S101709,Middle,High School,True,False,False
S101710,Middle,High School,False,False,False
S101711,High,No Formal Education,True,True,False
S101712,Middle,High School,True,False,True
S101713,High,Post Graduate,False,True,False
S101714,Middle,Graduate,True,False,False
S101715,Low,High School,True,False,True
S101716,Middle,No Formal Education,True,False,False
S101717,High,Post Graduate,True,False,False
S101718,High,No Formal Education,False,False,True
S101719,Low,No Formal Education,True,False,False
S101720,Low,No Formal Education,True,False,False
S101721,Middle,No Formal Education,False,False,True
S101722,Low,Post Graduate,True,False,False
S101723,Low,Post Graduate,False,True,False
S101724,Low,No Formal Education,True,False,False
S101725,Low,Post Graduate,True,True,False
S101726,Low,High School,False,False,False
S101727,High,Post Graduate,True,False,False
S101728,Low,Post Graduate,False,True,True
S101729,Middle,No Formal Education,False,False,False
S101730,Middle,Post Graduate,True,False,False
S101731,High,High School,True,False,True
S101732,Low,Post Graduate,False,False,True
S101733,Low,High School,True,True,True
S101734,High,Post Graduate,True,True,False
S101735,High,Graduate,False,False,False
S101736,Middle,Post Graduate,False,False,True
S101737,Low,High School,True,False,False
S101738,Low,High School,True,False,False
S101739,Low,High School,True,False,True
S101740,Low,No Formal Education,True,False,False
S101741,Low,High School,False,False,True
S101742,Low,Post Graduate,False,True,False
S101743,Low,Graduate,True,False,False
S101744,Middle,High School,False,True,False
S101745,Middle,No Formal Education,False,False,False
S101746,Low,Post Graduate,False,False,False
S101747,High,High School,True,False,False
S101748,Middle,No Formal Education,False,False,False
S101749,Low,No Formal Education,False,False,False
S101750,Low,No Formal Education,False,True,True
S101751,Low,High School,True,True,False
S101752,Middle,High School,False,True,False
S101753,Low,High School,False,False,False
S101754,Low,Graduate,True,False,True
S101755,Middle,Graduate,True,True,False
S101756,Middle,Post Graduate,False,False,False
S101757,Low,Post Graduate,True,False,False
S101758,Middle,No Formal Education,True,False,False
S101759,Low,Graduate,True,False,False
S101760,Middle,High School,True,False,True
S101761,Low,Post Graduate,False,True,True
S101762,Middle,High School,False,False,False
S101763,Middle,High School,True,False,True
S101764,Low,Graduate,True,True,False
S101765,Low,Post Graduate,True,True,True
S101766,Low,No Formal Education,True,False,False
S101767,Low,Post Graduate,True,False,False
S101768,Low,Post Graduate,False,True,False
S101769,Low,Post Graduate,False,False,False
S101770,Low,Graduate,False,False,True
S101771,Low,Post Graduate,False,False,True
S101772,High,No Formal Education,False,False,False
S101773,High,Post Graduate,True,False,False
S101774,Low,High School,False,False,True
S101775,Middle,No Formal Education,False,False,False
S101776,High,Post Graduate,True,False,False
S101777,Middle,Graduate,False,True,False
S101778,High,Graduate,True,True,True
S101779,High,Graduate,False,True,False
S101780,High,High School,True,True,False
S101781,Low,High School,True,False,False
S101782,Low,Graduate,True,False,False
S101783,Low,High School,False,True,False
S101784,Middle,Post Graduate,False,False,True
S101785,Middle,Post Graduate,True,False,True
S101786,Low,Graduate,False,True,True
S101787,Low,No Formal Education,True,False,False
S101788,Middle,Post Graduate,True,False,False
S101789,Low,No Formal Education,True,True,False
S101790,Middle,High School,True,False,True
S101791,Middle,High School,True,False,False
S101792,Middle,Post Graduate,False,True,True
S101793,Low,Post Graduate,True,False,False
S101794,High,High School,True,False,False
S101795,Low,High School,True,False,True
S101796,High,No Formal Education,True,False,False
S101797,High,Post Graduate,True,False,True
S101798,Middle,Graduate,True,False,False
S101799,Middle,Graduate,True,False,False
S101800,Low,High School,False,False,False
S101801,High,Graduate,True,False,False
S101802,Low,High School,False,False,False
S101803,Middle,Graduate,True,False,False
S101804,Low,High School,True,False,False
S101805,High,High School,False,False,False
S101806,High,Graduate,True,False,False
S101807,Middle,Post Graduate,False,False,False
S101808,Middle,High School,True,False,False
S101809,Low,Graduate,True,False,True
S101810,Middle,Post Graduate,True,False,True
S101811,Middle,No Formal Education,True,True,False
S101812,Middle,High School,True,False,False
S101813,Middle,High School,False,True,False
S101814,High,No Formal Education,True,False,False
S101815,Low,High School,True,True,False
S101816,High,No Formal Education,False,False,True
S101817,Middle,Graduate,True,False,False
S101818,Low,No Formal Education,True,True,False
S101819,Middle,Post Graduate,False,False,True
S101820,High,Graduate,False,False,False
S101821,Middle,No Formal Education,False,True,True
S101822,Middle,Post Graduate,True,False,False
S101823,High,No Formal Education,True,True,False
S101824,High,Post Graduate,True,False,False
S101825,High,No Formal Education,False,False,False
S101826,Low,High School,False,False,True
S101827,Middle,Post Graduate,True,False,True
S101828,High,High School,True,True,True
S101829,Middle,High School,True,False,True
S101830,Middle,Post Graduate,True,True,False
S101831,Middle,High School,True,False,False
S101832,Low,Graduate,True,False,True
S101833,Low,No Formal Education,True,False,False
S101834,Low,Post Graduate,False,False,False
S101835,Middle,Graduate,True,False,True
S101836,Low,Post Graduate,True,False,False
S101837,High,No Formal Education,True,False,False
S101838,Low,Post Graduate,True,True,False
S101839,Low,No Formal Education,True,False,False
S101840,High,Graduate,False,True,True
S101841,Middle,Post Graduate,False,False,False
S101842,Low,No Formal Education,True,True,True
S101843,High,High School,False,False,False
S101844,Middle,High School,True,False,False
S101845,Middle,Graduate,False,True,False
S101846,High,Graduate,True,False,False
S101847,Low,Graduate,True,False,False
S101848,Low,High School,True,False,False
S101849,High,No Formal Education,False,False,False
S101850,Low,Graduate,True,False,False
S101851,High,No Formal Education,True,False,False
S101852,Low,No Formal Education,False,False,False
S101853,Low,Graduate,True,False,False
S101854,Middle,Graduate,False,False,True
S101855,Middle,High School,True,True,False
S101856,Low,Graduate,False,True,True
S101857,Low,High School,True,True,True
S101858,High,High School,False,True,False
S101859,High,No Formal Education,True,False,True
S101860,Low,High School,False,False,False
S101861,Middle,No Formal Education,True,False,False
S101862,Middle,High School,True,False,True
S101863,High,Graduate,True,False,False
S101864,Middle,Post Graduate,True,True,False
S101865,High,No Formal Education,True,False,False
S101866,High,Graduate,False,False,False
S101867,Middle,No Formal Education,False,False,False
S101868,Low,High School,True,False,True
S101869,Middle,No Formal Education,True,False,False
S101870,High,Post Graduate,False,False,True
S101871,Middle,Graduate,False,True,True
S101872,High,No Formal Education,True,False,False
S101873,High,Post Graduate,True,False,False
S101874,Low,Graduate,True,False,True
S101875,Middle,Post Graduate,False,True,False
S101876,Middle,No Formal Education,True,True,False
S101877,Low,Post Graduate,False,True,True
S101878,Middle,High School,True,False,False
S101879,Low,No Formal Education,True,False,True
S101880,High,Graduate,False,False,False
S101881,High,High School,True,False,False
S101882,Low,No Formal Education,True,False,False
S101883,Middle,High School,True,False,False
S101884,Middle,Post Graduate,True,True,True
S101885,Middle,Graduate,False,False,False
S101886,Middle,High School,True,False,False
S101887,Low,Post Graduate,True,False,False
S101888,Low,Post Graduate,True,False,False
S101889,Low,Graduate,True,True,True
S101890,High,No Formal Education,True,False,False
S101891,Middle,Graduate,True,False,True
S101892,High,Graduate,True,False,True
S101893,Middle,Post Graduate,True,False,False
S101894,Middle,Graduate,True,False,False
S101895,Middle,Graduate,True,False,False
S101896,Middle,No Formal Education,True,False,False
S101897,Low,Graduate,False,False,False
S101898,Low,Graduate,False,True,False
