student_id,gender,date_of_birth,region,school_id,grade_level,enrollment_year,program_type
S101045,Male,2006-04-19,East,SCH_17,8,2023,Science
S101046,Male,2007-09-29,West,SCH_13,10,2023,Science
S101047,Male,2005-03-19,North,SCH_7,6,2023,Science
S101048,Male,2007-10-21,West,SCH_9,9,2022,Commerce
S101049,Male,2002-10-08,North,SCH_11,10,2020,Commerce
S101050,Female,2006-11-11,South,SCH_3,12,2021,Science
S101051,Male,2008-02-12,East,SCH_12,12,2019,Commerce
S101052,Male,2001-05-13,North,SCH_3,9,2020,Science
S101053,Male,2002-08-07,Central,SCH_15,10,2021,Commerce
S101054,Male,2005-06-17,Central,SCH_10,10,2022,Arts
S101055,Male,2005-08-08,East,SCH_1,9,2021,Commerce
S101056,Female,2001-05-22,West,SCH_14,11,2020,Science
S101057,Male,2003-08-20,West,SCH_20,7,2021,Arts
S101058,Female,2006-12-23,North,SCH_6,10,2019,Science
S101059,Female,2007-10-21,West,SCH_2,12,2022,Arts
S101060,Male,2007-03-30,East,SCH_8,11,2019,Arts
S101061,Male,2000-06-14,North,SCH_1,6,2022,Commerce
S101062,Male,2006-11-14,South,SCH_4,11,2022,Commerce
S101063,Male,2002-07-08,West,SCH_4,9,2021,Arts
S101064,Female,2000-04-23,West,SCH_5,11,2019,Arts
S101065,Male,2002-09-18,North,SCH_20,7,2022,Arts
S101066,Male,2005-05-05,Central,SCH_9,9,2022,Science
S101067,Male,2006-03-04,West,SCH_13,8,2021,Commerce
S101068,Male,2003-06-12,East,SCH_18,6,2020,Science
S101069,Male,2001-05-29,West,SCH_17,12,2020,Commerce
S101070,Male,2003-05-16,South,SCH_1,8,2023,Science
S101071,Female,2001-12-09,West,SCH_15,11,2023,Commerce
S101072,Female,2008-10-01,Central,SCH_2,10,2022,Arts
S101073,Male,2005-12-25,West,SCH_16,11,2020,Arts
S101074,Male,2000-12-04,North,SCH_20,12,2022,Commerce
S101075,Male,2007-01-28,West,SCH_5,12,2019,Arts
S101076,Female,2000-03-08,Central,SCH_19,10,2020,Arts
S101077,Male,2004-05-15,North,SCH_5,8,2020,Science
S101078,Female,2004-04-13,East,SCH_2,8,2020,Commerce
S101079,Male,2001-01-17,North,SCH_7,10,2023,Arts
S101080,Male,2000-01-19,South,SCH_3,7,2021,Commerce
S101081,Male,2007-06-23,North,SCH_17,6,2021,Science
S101082,Male,2005-10-22,East,SCH_3,9,2023,Commerce
S101083,Female,2001-07-26,West,SCH_13,8,2023,Science
S101084,Female,2008-03-05,North,SCH_7,6,2023,Science
S101085,Male,2003-07-23,North,SCH_3,9,2021,Science
S101086,Male,2008-07-16,North,SCH_15,11,2022,Arts
S101087,Female,2006-03-08,North,SCH_18,9,2023,Science
S101088,Female,2007-12-12,East,SCH_10,8,2022,Commerce
S101089,Female,2005-04-27,Central,SCH_7,7,2022,Commerce
S101090,Female,2001-10-12,Central,SCH_9,7,2019,Arts
S101091,Male,2004-07-03,North,SCH_5,6,2021,Arts
S101092,Female,2002-09-20,East,SCH_20,11,2022,Science
S101093,Male,2007-07-05,East,SCH_8,6,2021,Science
S101094,Female,2007-01-31,North,SCH_14,10,2021,Science
S101095,Female,2008-12-06,South,SCH_4,7,2019,Arts
S101096,Female,2003-08-31,North,SCH_20,6,2021,Arts
S101097,Female,2002-06-19,South,SCH_14,10,2022,Commerce
S101098,Female,2004-08-11,North,SCH_12,11,2020,Science
S101099,Male,2007-09-28,South,SCH_2,12,2022,Science
S101100,Male,2004-05-04,South,SCH_13,9,2022,Commerce
S101101,Female,2005-04-07,North,SCH_1,6,2021,Commerce
S101102,Female,2004-11-16,South,SCH_20,10,2022,Commerce
S101103,Male,2003-02-10,West,SCH_7,7,2020,Commerce
S101104,Female,2006-01-26,Central,SCH_9,9,2021,Science
S101105,Female,2005-04-28,East,SCH_17,6,2023,Arts
S101106,Male,2002-11-03,South,SCH_13,7,2022,Science
S101107,Female,2004-10-04,South,SCH_10,12,2022,Commerce
S101108,Female,2000-10-14,East,SCH_16,9,2019,Arts
S101109,Male,2006-02-14,South,SCH_6,8,2023,Science
S101110,Male,2008-02-09,East,SCH_16,7,2023,Commerce
S101111,Male,2008-10-31,North,SCH_11,8,2020,Arts
S101112,Female,2004-05-09,West,SCH_20,11,2023,Arts
S101113,Male,2007-07-04,West,SCH_3,6,2019,Arts
S101114,Male,2004-10-11,Central,SCH_9,12,2020,Science
S101115,Male,2008-01-14,South,SCH_15,10,2023,Commerce
S101116,Male,2006-11-23,Central,SCH_13,6,2020,Science
S101117,Male,2003-01-03,North,SCH_10,7,2023,Science
S101118,Male,2006-05-13,West,SCH_20,8,2023,Science
S101119,Female,2002-07-28,North,SCH_13,8,2023,Arts
S101120,Female,2003-12-19,North,SCH_17,9,2022,Commerce
S101121,Male,2001-07-24,South,SCH_7,6,2023,Science
S101122,Male,2007-12-14,North,SCH_6,6,2022,Commerce
S101123,Male,2002-09-27,West,SCH_13,7,2021,Arts
S101124,Female,2003-04-20,Central,SCH_17,8,2019,Science
S101125,Female,2006-11-10,West,SCH_15,7,2020,Commerce
S101126,Female,2002-07-06,South,SCH_4,7,2020,Arts
S101127,Female,2005-02-17,West,SCH_15,11,2021,Science
S101128,Female,2002-04-12,East,SCH_14,8,2023,Science
S101129,Female,2008-08-01,Central,SCH_11,7,2019,Commerce
S101130,Female,2007-11-26,East,SCH_4,8,2021,Commerce
S101131,Female,2006-02-18,East,SCH_3,7,2021,Science
S101132,Female,2004-08-05,South,SCH_2,10,2020,Science
S101133,Male,2001-09-07,North,SCH_20,7,2022,Arts
S101134,Male,2001-02-09,East,SCH_10,7,2022,Arts
S101135,Male,2004-10-15,West,SCH_13,12,2023,Science
S101136,Male,2008-03-09,North,SCH_20,10,2023,Commerce
S101137,Female,2007-07-31,West,SCH_18,6,2021,Commerce
S101138,Female,2000-04-02,West,SCH_16,8,2023,Science
S101139,Male,2006-10-13,North,SCH_11,12,2022,Arts
S101140,Female,2001-10-15,North,SCH_10,9,2019,Science
S101141,Male,2001-03-09,West,SCH_9,10,2020,Commerce
S101142,Female,2003-02-09,South,SCH_12,12,2022,Science
S101143,Male,2001-01-09,Central,SCH_19,6,2023,Science
S101144,Female,2008-07-27,Central,SCH_1,7,2020,Arts
S101145,Female,2002-12-02,South,SCH_18,11,2020,Commerce
S101146,Male,2000-07-25,North,SCH_14,6,2021,Commerce
S101147,Female,2002-02-18,West,SCH_1,10,2023,Science
S101148,Male,2003-08-12,Central,SCH_17,11,2021,Commerce
S101149,Male,2003-02-15,West,SCH_11,7,2020,Commerce
S101150,Male,2001-06-15,South,SCH_20,6,2021,Commerce
S101151,Male,2006-01-22,West,SCH_15,9,2023,Commerce
S101152,Female,2007-05-14,South,SCH_4,8,2022,Arts
S101153,Female,2008-11-01,North,SCH_15,8,2019,Arts
S101154,Female,2008-11-29,South,SCH_14,10,2022,Arts
S101155,Male,2000-03-30,South,SCH_1,12,2020,Arts
S101156,Female,2003-01-22,Central,SCH_9,7,2022,Arts
S101157,Male,2000-01-13,West,SCH_7,7,2021,Commerce
S101158,Female,2008-04-08,Central,SCH_11,8,2023,Science
S101159,Female,2005-01-31,East,SCH_2,6,2022,Science
S101160,Female,2002-03-15,South,SCH_2,7,2022,Arts
S101161,Male,2002-08-02,East,SCH_6,9,2023,Commerce
S101162,Female,2007-08-21,Central,SCH_19,9,2021,Arts
S101163,Female,2005-01-31,West,SCH_20,7,2019,Science
S101164,Male,2004-05-29,Central,SCH_14,7,2022,Commerce
S101165,Female,2008-01-02,West,SCH_3,8,2020,Commerce
S101166,Male,2005-05-13,West,SCH_7,10,2021,Commerce
S101167,Female,2008-10-26,North,SCH_7,8,2021,Science
S101168,Male,2007-05-31,South,SCH_4,10,2022,Science
S101169,Male,2008-06-06,Central,SCH_5,9,2023,Arts
S101170,Female,2002-11-18,West,SCH_17,10,2022,Arts
S101171,Male,2000-10-22,Central,SCH_4,8,2022,Science
S101172,Male,2008-04-21,Central,SCH_13,7,2023,Arts
S101173,Male,2002-07-14,West,SCH_16,10,2020,Science
S101174,Male,2001-10-01,East,SCH_16,8,2023,Commerce
S101175,Male,2006-07-15,South,SCH_2,9,2022,Arts
S101176,Male,2001-09-19,South,SCH_18,11,2019,Science
S101177,Female,2006-10-22,North,SCH_1,10,2023,Science
S101178,Male,2003-03-13,North,SCH_18,9,2020,Science
S101179,Male,2002-07-30,North,SCH_8,9,2023,Arts
S101180,Female,2002-04-09,South,SCH_11,6,2023,Arts
S101181,Female,2004-11-05,East,SCH_15,11,2021,Commerce
S101182,Female,2007-01-10,South,SCH_16,10,2021,Arts
S101183,Female,2002-09-02,South,SCH_17,8,2022,Arts
S101184,Female,2008-07-13,South,SCH_17,10,2022,Arts
S101185,Female,2002-08-12,South,SCH_12,10,2023,Commerce
S101186,Female,2003-06-16,East,SCH_10,11,2019,Commerce
S101187,Male,2002-08-09,North,SCH_20,12,2022,Commerce
S101188,Male,2002-08-01,Central,SCH_6,9,2023,Arts
S101189,Female,2006-01-11,North,SCH_8,9,2023,Science
S101190,Male,2003-04-19,North,SCH_13,9,2023,Arts
S101191,Male,2008-12-30,Central,SCH_2,9,2023,Commerce
S101192,Male,2005-11-05,South,SCH_19,11,2023,Arts
S101193,Female,2004-03-14,East,SCH_10,8,2021,Arts
S101194,Female,2003-01-01,East,SCH_4,7,2020,Science
S101195,Male,2008-02-26,North,SCH_12,6,2020,Science
S101196,Female,2000-06-27,Central,SCH_18,12,2023,Arts
S101197,Male,2006-03-09,West,SCH_7,12,2022,Commerce
S101198,Male,2005-01-02,South,SCH_20,9,2019,Arts
S101199,Male,2003-06-11,North,SCH_4,9,2023,Arts
S101200,Male,2001-04-09,East,SCH_7,6,2019,Arts
S101201,Female,2004-11-09,Central,SCH_10,9,2021,Commerce
S101202,Female,2007-05-02,Central,SCH_15,7,2020,Commerce
S101203,Female,2007-11-12,North,SCH_12,12,2021,Commerce
S101204,Male,2003-05-15,West,SCH_1,10,2022,Commerce
S101205,Female,2007-04-08,East,SCH_20,6,2022,Commerce
S101206,Male,2002-06-03,North,SCH_18,12,2023,Arts
S101207,Female,2006-08-10,West,SCH_16,8,2022,Commerce
S101208,Male,2006-05-12,Central,SCH_5,12,2022,Arts
S101209,Male,2006-08-24,South,SCH_19,6,2021,Arts
S101210,Male,2003-08-25,East,SCH_4,7,2019,Arts
S101211,Female,2004-07-12,East,SCH_6,11,2020,Science
S101212,Female,2002-08-02,West,SCH_17,8,2022,Commerce
S101213,Female,2008-08-01,North,SCH_7,10,2022,Commerce
S101214,Female,2007-10-28,Central,SCH_7,9,2021,Arts
S101215,Male,2002-07-13,West,SCH_9,6,2020,Science
S101216,Female,2005-04-22,South,SCH_13,8,2021,Commerce
S101217,Female,2001-05-08,South,SCH_20,6,2019,Arts
S101218,Male,2004-03-26,South,SCH_14,10,2021,Science
S101219,Male,2008-09-04,West,SCH_16,6,2020,Arts
S101220,Male,2005-05-23,Central,SCH_9,12,2020,Science
S101221,Female,2002-12-30,East,SCH_15,12,2022,Arts
S101222,Male,2006-08-08,North,SCH_5,8,2019,Commerce
S101223,Male,2007-03-02,East,SCH_18,7,2023,Arts
S101224,Male,2004-12-30,Central,SCH_20,11,2022,Arts
S101225,Female,2002-02-01,East,SCH_8,8,2021,Science
S101226,Male,2006-05-12,West,SCH_15,6,2021,Science
S101227,Female,2000-02-19,South,SCH_9,10,2020,Commerce
S101228,Female,2007-08-07,Central,SCH_19,12,2020,Arts
S101229,Male,2002-06-24,Central,SCH_6,9,2020,Science
S101230,Male,2008-02-23,East,SCH_4,9,2023,Commerce
S101231,Female,2001-07-17,West,SCH_11,10,2023,Commerce
S101232,Male,2002-02-21,East,SCH_10,6,2022,Science
S101233,Male,2006-12-07,East,SCH_3,11,2023,Science
S101234,Female,2008-08-21,Central,SCH_1,10,2020,Arts
S101235,Female,2005-08-02,East,SCH_12,6,2022,Commerce
S101236,Male,2005-01-05,South,SCH_15,8,2022,Science
S101237,Female,2001-08-06,East,SCH_15,11,2019,Commerce
S101238,Male,2003-08-12,South,SCH_14,7,2023,Arts
S101239,Male,2000-08-23,Central,SCH_7,6,2021,Science
S101240,Male,2005-10-04,West,SCH_17,9,2021,Commerce
S101241,Female,2005-04-26,South,SCH_19,9,2019,Science
S101242,Male,2000-12-25,West,SCH_7,12,2020,Arts
S101243,Male,2005-04-14,West,SCH_3,11,2019,Arts
S101244,Male,2000-04-19,South,SCH_3,7,2020,Arts
S101245,Female,2000-07-10,Central,SCH_18,6,2023,Arts
S101246,Female,2002-06-22,North,SCH_20,7,2023,Science
S101247,Female,2003-01-21,West,SCH_14,12,2022,Science
S101248,Female,2002-05-11,West,SCH_3,8,2022,Commerce
S101249,Female,2007-02-28,Central,SCH_7,7,2022,Commerce
S101250,Male,2002-12-19,Central,SCH_7,8,2022,Science
S101251,Female,2001-10-11,East,SCH_5,9,2021,Science
S101252,Female,2000-02-08,Central,SCH_3,8,2022,Commerce
S101253,Female,2008-07-17,West,SCH_18,6,2022,Science
S101254,Male,2001-09-28,South,SCH_15,11,2022,Arts
S101255,Female,2002-11-02,North,SCH_20,11,2020,Arts
S101256,Female,2000-02-05,East,SCH_14,6,2022,Arts
S101257,Male,2005-11-18,South,SCH_4,6,2019,Commerce
S101258,Female,2008-08-23,North,SCH_8,6,2022,Science
S101259,Male,2003-09-23,North,SCH_13,10,2022,Commerce
S101260,Male,2005-06-06,North,SCH_8,12,2021,Commerce
S101261,Male,2000-06-14,South,SCH_15,8,2022,Science
S101262,Male,2006-08-27,East,SCH_17,6,2020,Commerce
S101263,Male,2005-02-22,East,SCH_5,11,2023,Arts
S101264,Female,2007-10-08,North,SCH_20,7,2022,Science
S101265,Male,2000-01-31,South,SCH_4,7,2022,Arts
S101266,Male,2000-01-11,North,SCH_11,10,2022,Arts
S101267,Female,2005-07-04,Central,SCH_18,8,2021,Science
S101268,Male,2005-11-13,East,SCH_10,8,2023,Arts
S101269,Female,2008-12-05,West,SCH_17,12,2021,Arts
S101270,Female,2006-11-05,North,SCH_15,8,2021,Arts
S101271,Female,2006-02-17,Central,SCH_6,11,2021,Science
S101272,Male,2001-04-30,East,SCH_16,11,2020,Science
S101273,Male,2003-07-13,South,SCH_15,12,2023,Science
S101274,Male,2003-12-18,East,SCH_8,10,2020,Commerce
S101275,Female,2008-10-04,South,SCH_9,8,2020,Arts
S101276,Male,2006-04-04,South,SCH_11,8,2023,Commerce
S101277,Male,2005-04-27,North,SCH_2,6,2020,Commerce
S101278,Male,2005-05-17,North,SCH_13,8,2023,Arts
S101279,Female,2008-09-18,East,SCH_4,11,2022,Science
S101280,Female,2005-01-25,Central,SCH_9,6,2021,Commerce
S101281,Male,2004-01-09,East,SCH_5,6,2020,Science
S101282,Male,2003-09-28,West,SCH_19,8,2023,Science
S101283,Male,2008-10-21,South,SCH_3,7,2019,Arts
S101284,Male,2008-08-02,South,SCH_3,9,2020,Commerce
S101285,Female,2007-08-14,North,SCH_6,11,2020,Commerce
S101286,Female,2002-09-17,Central,SCH_10,7,2023,Science
S101287,Female,2002-04-04,North,SCH_5,8,2019,Arts
S101288,Female,2004-01-02,West,SCH_3,8,2019,Commerce
S101289,Male,2005-11-23,East,SCH_7,7,2022,Science
S101290,Male,2006-02-06,East,SCH_18,8,2020,Science
S101291,Male,2006-02-09,Central,SCH_8,11,2021,Science
S101292,Female,2000-08-13,North,SCH_1,12,2020,Arts
S101293,Male,2002-02-15,North,SCH_4,6,2021,Arts
S101294,Female,2007-10-08,West,SCH_7,10,2021,Science
S101295,Female,2003-01-17,East,SCH_14,8,2023,Science
S101296,Male,2001-11-18,North,SCH_13,8,2020,Arts
S101297,Male,2001-06-13,Central,SCH_10,7,2023,Science
S101298,Male,2002-08-29,East,SCH_18,6,2022,Science
S101299,Female,2002-07-24,West,SCH_1,7,2021,Arts
S101300,Male,2003-11-23,Central,SCH_4,12,2019,Science
S101301,Female,2005-11-23,South,SCH_16,11,2021,Science
S101302,Male,2003-07-18,West,SCH_16,7,2022,Science
S101303,Female,2005-06-21,Central,SCH_18,8,2021,Arts
S101304,Female,2007-11-18,North,SCH_8,6,2023,Arts
S101305,Male,2004-03-06,South,SCH_10,11,2020,Arts
S101306,Female,2001-11-09,West,SCH_16,8,2019,Commerce
S101307,Female,2007-12-06,North,SCH_11,11,2023,Commerce
S101308,Male,2008-06-30,South,SCH_6,8,2020,Commerce
S101309,Female,2006-09-06,East,SCH_1,8,2019,Commerce
S101310,Male,2000-02-09,North,SCH_12,8,2022,Arts
S101311,Female,2007-05-31,Central,SCH_6,10,2021,Science
S101312,Male,2008-04-16,West,SCH_13,9,2019,Arts
S101313,Male,2003-01-10,South,SCH_17,6,2022,Commerce
S101314,Female,2002-04-24,North,SCH_1,12,2020,Arts
S101315,Female,2004-10-09,East,SCH_8,10,2019,Science
S101316,Female,2006-02-26,West,SCH_8,9,2022,Commerce
S101317,Female,2001-03-22,West,SCH_11,11,2020,Science
S101318,Female,2008-07-06,North,SCH_14,9,2023,Science
S101319,Male,2003-05-19,East,SCH_10,9,2021,Science
S101320,Female,2006-10-27,South,SCH_15,10,2022,Commerce
S101321,Male,2003-09-12,North,SCH_7,6,2023,Arts
S101322,Male,2007-09-09,South,SCH_7,7,2020,Commerce
S101323,Female,2000-08-14,West,SCH_10,9,2019,Commerce
S101324,Male,2000-02-17,South,SCH_4,7,2021,Arts
S101325,Male,2008-06-16,East,SCH_18,7,2020,Arts
S101326,Male,2008-02-07,Central,SCH_10,8,2022,Arts
S101327,Male,2004-01-02,East,SCH_19,7,2021,Arts
S101328,Female,2005-01-04,South,SCH_14,11,2023,Science
S101329,Male,2000-07-05,North,SCH_13,11,2021,Commerce
S101330,Female,2006-07-20,West,SCH_15,8,2023,Commerce
S101331,Female,2006-03-21,Central,SCH_16,6,2020,Commerce
S101332,Male,2007-11-17,North,SCH_2,12,2019,Arts
S101333,Female,2006-12-10,North,SCH_4,6,2021,Commerce
S101334,Female,2005-04-16,East,SCH_18,11,2019,Science
S101335,Female,2008-01-03,South,SCH_17,12,2019,Commerce
S101336,Male,2002-04-28,East,SCH_10,8,2021,Commerce
S101337,Female,2005-07-25,South,SCH_9,6,2021,Science
S101338,Female,2003-06-06,East,SCH_15,12,2019,Science
S101339,Female,2003-11-14,North,SCH_12,12,2022,Commerce
S101340,Male,2002-09-05,West,SCH_9,9,2022,Arts
S101341,Female,2004-05-31,South,SCH_14,6,2021,Arts
S101342,Male,2002-10-13,Central,SCH_13,8,2019,Commerce
S101343,Male,2006-02-13,Central,SCH_6,12,2019,Commerce
S101344,Male,2005-02-24,North,SCH_19,11,2020,Commerce
S101345,Male,2000-09-26,East,SCH_4,9,2019,Commerce
S101346,Male,2004-06-18,East,SCH_20,7,2022,Arts
S101347,Male,2000-11-05,North,SCH_17,7,2020,Commerce
S101348,Female,2008-10-08,Central,SCH_19,7,2022,Science
S101349,Male,2005-08-05,Central,SCH_3,11,2023,Arts
S101350,Female,2004-04-23,East,SCH_14,12,2021,Arts
S101351,Female,2002-12-31,South,SCH_17,8,2023,Science
S101352,Male,2007-12-02,West,SCH_13,7,2021,Commerce
S101353,Female,2004-08-22,South,SCH_9,6,2022,Commerce
S101354,Female,2008-12-02,Central,SCH_1,7,2022,Commerce
S101355,Female,2006-12-08,South,SCH_17,12,2023,Commerce
S101356,Female,2008-12-06,West,SCH_16,10,2021,Commerce
S101357,Male,2003-12-16,South,SCH_18,11,2021,Science
S101358,Female,2005-12-07,South,SCH_2,10,2020,Commerce
S101359,Male,2000-08-07,South,SCH_14,7,2019,Science
S101360,Female,2000-02-22,South,SCH_17,12,2020,Science
S101361,Female,2004-10-23,North,SCH_3,7,2022,Science
S101362,Male,2004-01-14,Central,SCH_2,10,2023,Commerce
S101363,Female,2004-07-24,West,SCH_8,12,2021,Commerce
S101364,Female,2003-06-14,Central,SCH_2,11,2020,Arts
S101365,Female,2007-09-06,North,SCH_2,11,2023,Arts
S101366,Male,2007-08-17,North,SCH_9,7,2023,Science
S101367,Female,2001-12-20,North,SCH_20,11,2019,Arts
S101368,Male,2001-02-09,North,SCH_6,9,2021,Science
S101369,Female,2007-04-09,South,SCH_12,12,2023,Arts
S101370,Male,2008-05-26,Central,SCH_9,12,2021,Commerce
S101371,Male,2006-10-05,East,SCH_7,11,2020,Commerce
S101372,Female,2007-07-22,West,SCH_12,12,2023,Science
S101373,Female,2006-04-13,North,SCH_5,10,2023,Science
S101374,Male,2000-03-12,Central,SCH_16,8,2020,Commerce
S101375,Male,2005-01-27,North,SCH_5,10,2021,Commerce
S101376,Female,2006-02-10,North,SCH_12,6,2021,Commerce
S101377,Male,2005-08-15,North,SCH_20,9,2023,Arts
S101378,Female,2003-05-14,North,SCH_9,8,2020,Arts
S101379,Female,2004-04-16,North,SCH_7,7,2022,Arts
S101380,Female,2008-02-01,West,SCH_19,12,2021,Arts
S101381,Female,2001-01-21,Central,SCH_20,6,2022,Science
S101382,Male,2004-11-26,North,SCH_11,6,2023,Science
S101383,Female,2001-11-29,North,SCH_12,9,2022,Arts
S101384,Male,2008-08-13,North,SCH_3,8,2022,Science
S101385,Female,2003-04-15,North,SCH_17,6,2021,Arts
S101386,Male,2002-04-06,South,SCH_7,8,2023,Arts
S101387,Female,2004-12-27,South,SCH_10,8,2022,Commerce
S101388,Male,2000-12-14,East,SCH_15,11,2021,Arts
S101389,Male,2003-07-02,North,SCH_2,6,2022,Science
S101390,Female,2000-11-03,East,SCH_13,8,2021,Arts
S101391,Female,2003-02-24,West,SCH_4,9,2023,Commerce
S101392,Female,2005-05-14,East,SCH_18,6,2020,Science
S101393,Female,2006-05-23,Central,SCH_1,9,2021,Commerce
S101394,Male,2002-02-04,South,SCH_2,9,2021,Arts
S101395,Female,2001-12-25,South,SCH_2,8,2022,Arts
S101396,Male,2007-09-10,North,SCH_4,8,2023,Arts
S101397,Male,2004-06-07,North,SCH_3,11,2019,Arts
S101398,Female,2001-01-17,West,SCH_17,12,2019,Science
S101399,Male,2006-09-01,West,SCH_14,11,2020,Arts
S101400,Male,2001-06-08,Central,SCH_2,6,2023,Commerce
S101401,Male,2007-05-10,North,SCH_16,11,2021,Science
S101402,Male,2008-03-04,North,SCH_11,7,2019,Science
S101403,Female,2000-10-02,West,SCH_13,6,2020,Science
S101404,Female,2006-12-22,West,SCH_1,9,2023,Commerce
S101405,Female,2007-07-27,West,SCH_2,11,2020,Commerce
S101406,Female,2000-12-02,South,SCH_2,11,2019,Commerce
S101407,Male,2005-05-27,East,SCH_5,12,2022,Commerce
S101408,Male,2008-02-27,East,SCH_4,11,2022,Arts
S101409,Female,2001-04-25,North,SCH_12,8,2023,Arts
S101410,Female,2002-06-29,South,SCH_3,9,2020,Commerce
S101411,Female,2005-06-19,West,SCH_20,11,2021,Commerce
S101412,Male,2008-07-26,North,SCH_10,10,2019,Arts
S101413,Female,2003-09-13,South,SCH_20,10,2022,Arts
S101414,Female,2005-07-26,Central,SCH_18,9,2022,Commerce
S101415,Female,2004-10-20,South,SCH_10,11,2020,Science
S101416,Male,2000-04-18,North,SCH_1,12,2022,Science
S101417,Male,2000-11-23,East,SCH_6,7,2020,Commerce
S101418,Male,2004-12-04,West,SCH_11,12,2019,Science
S101419,Male,2000-11-10,Central,SCH_2,7,2020,Arts
S101420,Male,2003-02-08,South,SCH_7,6,2022,Science
S101421,Male,2007-07-09,North,SCH_20,6,2020,Commerce
S101422,Male,2002-02-19,North,SCH_18,12,2022,Science
S101423,Male,2004-02-29,West,SCH_19,11,2023,Science
S101424,Female,2000-06-04,North,SCH_4,12,2022,Science
S101425,Female,2004-02-05,North,SCH_13,6,2022,Arts
S101426,Male,2004-09-20,West,SCH_18,8,2022,Arts
S101427,Male,2002-06-05,Central,SCH_20,7,2023,Arts
S101428,Female,2008-05-31,East,SCH_13,9,2021,Commerce
S101429,Male,2007-09-06,East,SCH_19,12,2022,Science
S101430,Male,2001-12-22,South,SCH_17,11,2021,Arts
S101431,Male,2002-07-01,Central,SCH_1,11,2019,Arts
S101432,Female,2002-05-20,South,SCH_6,10,2020,Science
S101433,Female,2000-01-13,East,SCH_19,7,2021,Commerce
S101434,Female,2007-04-09,West,SCH_20,7,2019,Science
S101435,Female,2001-05-12,North,SCH_1,7,2020,Commerce
S101436,Female,2004-10-22,East,SCH_8,12,2022,Science
S101437,Male,2006-04-04,Central,SCH_17,6,2022,Arts
S101438,Female,2003-01-22,East,SCH_15,8,2022,Arts
S101439,Male,2007-09-29,Central,SCH_18,12,2023,Arts
S101440,Male,2003-04-09,Central,SCH_7,9,2023,Commerce
S101441,Female,2005-06-27,Central,SCH_16,6,2023,Science
S101442,Female,2007-04-07,South,SCH_7,12,2023,Commerce
S101443,Male,2007-06-01,West,SCH_17,8,2019,Arts
S101444,Male,2004-07-05,East,SCH_4,7,2019,Commerce
S101445,Male,2004-05-09,West,SCH_12,8,2022,Commerce
S101446,Female,2007-12-06,North,SCH_13,6,2020,Commerce
S101447,Female,2008-03-02,East,SCH_4,12,2023,Science
S101448,Female,2004-01-30,West,SCH_1,7,2020,Commerce
S101449,Female,2007-04-29,West,SCH_1,12,2019,Commerce
S101450,Female,2000-05-22,North,SCH_7,6,2023,Commerce
S101451,Male,2003-05-09,Central,SCH_9,9,2019,Arts
S101452,Female,2008-11-25,East,SCH_1,7,2019,Arts
S101453,Male,2007-07-24,East,SCH_16,8,2021,Science
S101454,Male,2006-12-01,North,SCH_18,6,2019,Arts
S101455,Male,2001-07-18,Central,SCH_15,10,2022,Science
S101456,Female,2006-11-23,East,SCH_6,8,2019,Arts
S101457,Female,2006-08-28,East,SCH_2,8,2023,Science
S101458,Female,2004-09-11,East,SCH_9,7,2022,Science
S101459,Male,2008-02-21,Central,SCH_4,12,2019,Science
S101460,Male,2001-02-20,North,SCH_13,11,2022,Arts
S101461,Male,2005-01-22,East,SCH_11,8,2019,Commerce
S101462,Male,2006-06-13,West,SCH_13,6,2022,Arts
S101463,Male,2007-05-20,Central,SCH_11,10,2020,Commerce
S101464,Male,2004-09-13,South,SCH_19,9,2021,Arts
S101465,Female,2003-10-22,North,SCH_8,10,2022,Commerce
S101466,Female,2008-05-30,West,SCH_7,6,2023,Arts
S101467,Female,2002-12-03,East,SCH_16,7,2021,Science
S101468,Female,2007-08-18,South,SCH_3,6,2021,Science
S101469,Male,2005-02-09,North,SCH_17,11,2019,Science
S101470,Male,2003-01-26,Central,SCH_18,11,2022,Commerce
S101471,Female,2003-07-12,South,SCH_15,11,2021,Commerce
S101472,Male,2004-12-11,South,SCH_17,8,2023,Science
S101473,Female,2005-12-27,West,SCH_11,7,2023,Commerce
S101474,Female,2004-02-13,North,SCH_5,12,2023,Science
S101475,Female,2008-04-09,West,SCH_16,11,2019,Arts
S101476,Male,2002-10-13,West,SCH_15,12,2020,Commerce
S101477,Female,2002-08-10,East,SCH_10,9,2022,Commerce
S101478,Female,2008-01-30,Central,SCH_14,9,2021,Arts
S101479,Female,2000-03-12,South,SCH_2,12,2022,Commerce
S101480,Male,2004-08-17,North,SCH_16,6,2021,Commerce
S101481,Male,2008-12-05,Central,SCH_19,11,2019,Commerce
S101482,Female,2003-07-15,Central,SCH_8,8,2022,Arts
S101483,Male,2003-09-06,North,SCH_15,9,2019,Science
S101484,Male,2005-11-24,Central,SCH_10,10,2019,Science
S101485,Male,2008-07-10,East,SCH_5,7,2022,Arts
S101486,Male,2002-06-01,Central,SCH_20,10,2022,Arts
S101487,Male,2000-05-18,East,SCH_16,12,2021,Arts
S101488,Male,2007-04-16,South,SCH_12,9,2023,Science
S101489,Male,2007-12-20,South,SCH_13,9,2019,Arts
S101490,Male,2006-05-09,West,SCH_9,6,2020,Science
S101491,Male,2004-02-13,East,SCH_17,6,2021,Arts
