student_id,academic_year,total_days,days_present,attendance_pct,chronic_absentee,attendance_trend
S101080,2022-23,180,82,45.56,True,Improving
S101081,2019-20,180,144,80.0,False,Stable
S101082,2019-20,180,72,40.0,True,Improving
S101083,2022-23,180,174,96.67,False,Improving
S101084,2020-21,180,124,68.89,True,Stable
S101085,2019-20,180,152,84.44,False,Improving
S101086,2021-22,180,107,59.44,True,Declining
S101087,2021-22,180,66,36.67,True,Improving
S101088,2022-23,180,90,50.0,True,Declining
S101089,2021-22,180,122,67.78,True,Stable
S101090,2021-22,180,104,57.78,True,Stable
S101091,2019-20,180,115,63.89,True,Stable
S101092,2019-20,180,123,68.33,True,Improving
S101093,2020-21,180,81,45.0,True,Improving
S101094,2019-20,180,122,67.78,True,Stable
S101095,2020-21,180,139,77.22,False,Stable
S101096,2019-20,180,87,48.33,True,Stable
S101097,2022-23,180,103,57.22,True,Stable
S101098,2020-21,180,162,90.0,False,Improving
S101099,2022-23,180,148,82.22,False,Declining
S101100,2020-21,180,73,40.56,True,Improving
S101101,2021-22,180,173,96.11,False,Improving
S101102,2020-21,180,144,80.0,False,Declining
S101103,2020-21,180,78,43.33,True,Improving
S101104,2020-21,180,119,66.11,True,Declining
S101105,2020-21,180,136,75.56,False,Improving
S101106,2020-21,180,61,33.89,True,Improving
S101107,2021-22,180,110,61.11,True,Improving
S101108,2020-21,180,159,88.33,False,Stable
S101109,2022-23,180,137,76.11,False,Stable
S101110,2020-21,180,93,51.67,True,Improving
S101111,2020-21,180,141,78.33,False,Improving
S101112,2022-23,180,147,81.67,False,Improving
S101113,2019-20,180,153,85.0,False,Improving
S101114,2019-20,180,110,61.11,True,Declining
S101115,2021-22,180,78,43.33,True,Stable
S101116,2020-21,180,95,52.78,True,Declining
S101117,2020-21,180,144,80.0,False,Improving
S101118,2019-20,180,142,78.89,False,Improving
S101119,2020-21,180,177,98.33,False,Stable
S101120,2021-22,180,85,47.22,True,Declining
S101121,2022-23,180,94,52.22,True,Declining
S101122,2020-21,180,122,67.78,True,Stable
S101123,2022-23,180,163,90.56,False,Improving
S101124,2021-22,180,63,35.0,True,Improving
S101125,2019-20,180,144,80.0,False,Stable
S101126,2021-22,180,62,34.44,True,Improving
S101127,2021-22,180,64,35.56,True,Declining
S101128,2021-22,180,166,92.22,False,Stable
S101129,2021-22,180,88,48.89,True,Declining
S101130,2022-23,180,178,98.89,False,Stable
S101131,2021-22,180,78,43.33,True,Declining
S101132,2021-22,180,174,96.67,False,Improving
S101133,2021-22,180,76,42.22,True,Stable
S101134,2021-22,180,93,51.67,True,Improving
S101135,2022-23,180,79,43.89,True,Stable
S101136,2021-22,180,87,48.33,True,Stable
S101137,2019-20,180,132,73.33,True,Declining
S101138,2021-22,180,126,70.0,True,Declining
S101139,2021-22,180,69,38.33,True,Stable
S101140,2020-21,180,80,44.44,True,Improving
S101141,2020-21,180,164,91.11,False,Declining
S101142,2020-21,180,175,97.22,False,Improving
S101143,2021-22,180,63,35.0,True,Declining
S101144,2019-20,180,81,45.0,True,Stable
S101145,2019-20,180,130,72.22,True,Declining
S101146,2020-21,180,121,67.22,True,Stable
S101147,2020-21,180,71,39.44,True,Stable
S101148,2021-22,180,70,38.89,True,Stable
S101149,2019-20,180,81,45.0,True,Declining
S101150,2019-20,180,88,48.89,True,Improving
S101151,2020-21,180,120,66.67,True,Declining
S101152,2019-20,180,120,66.67,True,Improving
S101153,2020-21,180,86,47.78,True,Declining
S101154,2020-21,180,106,58.89,True,Improving
S101155,2022-23,180,143,79.44,False,Improving
S101156,2022-23,180,73,40.56,True,Declining
S101157,2021-22,180,66,36.67,True,Declining
S101158,2020-21,180,74,41.11,True,Stable
S101159,2021-22,180,105,58.33,True,Declining
S101160,2022-23,180,87,48.33,True,Improving
S101161,2019-20,180,102,56.67,True,Improving
S101162,2022-23,180,69,38.33,True,Improving
S101163,2022-23,180,110,61.11,True,Stable
S101164,2022-23,180,62,34.44,True,Stable
S101165,2019-20,180,135,75.0,False,Stable
S101166,2022-23,180,136,75.56,False,Improving
S101167,2020-21,180,162,90.0,False,Improving
S101168,2020-21,180,103,57.22,True,Stable
S101169,2022-23,180,113,62.78,True,Improving
S101170,2021-22,180,93,51.67,True,Stable
S101171,2021-22,180,124,68.89,True,Improving
S101172,2019-20,180,161,89.44,False,Declining
S101173,2019-20,180,148,82.22,False,Stable
S101174,2020-21,180,142,78.89,False,Declining
S101175,2020-21,180,84,46.67,True,Stable
S101176,2022-23,180,122,67.78,True,Improving
S101177,2021-22,180,129,71.67,True,Improving
S101178,2020-21,180,104,57.78,True,Stable
S101179,2021-22,180,127,70.56,True,Declining
S101180,2019-20,180,85,47.22,True,Improving
S101181,2019-20,180,85,47.22,True,Improving
S101182,2022-23,180,85,47.22,True,Stable
S101183,2022-23,180,137,76.11,False,Stable
S101184,2020-21,180,121,67.22,True,Declining
S101185,2021-22,180,155,86.11,False,Stable
S101186,2020-21,180,171,95.0,False,Improving
S101187,2020-21,180,151,83.89,False,Declining
S101188,2021-22,180,120,66.67,True,Stable
S101189,2020-21,180,61,33.89,True,Stable
S101190,2022-23,180,100,55.56,True,Stable
S101191,2021-22,180,104,57.78,True,Improving
S101192,2021-22,180,144,80.0,False,Improving
S101193,2020-21,180,169,93.89,False,Improving
S101194,2021-22,180,73,40.56,True,Declining
S101195,2022-23,180,96,53.33,True,Declining
S101196,2022-23,180,61,33.89,True,Improving
S101197,2019-20,180,64,35.56,True,Stable
S101198,2019-20,180,161,89.44,False,Stable
S101199,2019-20,180,61,33.89,True,Improving
S101200,2019-20,180,60,33.33,True,Stable
S101201,2020-21,180,107,59.44,True,Declining
S101202,2019-20,180,81,45.0,True,Improving
S101203,2019-20,180,100,55.56,True,Declining
S101204,2019-20,180,84,46.67,True,Stable
S101205,2019-20,180,105,58.33,True,Improving
S101206,2020-21,180,153,85.0,False,Declining
S101207,2019-20,180,68,37.78,True,Improving
S101208,2021-22,180,120,66.67,True,Declining
S101209,2022-23,180,160,88.89,False,Stable
S101210,2021-22,180,106,58.89,True,Stable
S101211,2020-21,180,133,73.89,True,Declining
S101212,2020-21,180,138,76.67,False,Improving
S101213,2020-21,180,172,95.56,False,Stable
S101214,2022-23,180,62,34.44,True,Stable
S101215,2019-20,180,67,37.22,True,Stable
S101216,2020-21,180,84,46.67,True,Improving
S101217,2019-20,180,95,52.78,True,Declining
S101218,2020-21,180,102,56.67,True,Declining
S101219,2022-23,180,174,96.67,False,Improving
S101220,2021-22,180,169,93.89,False,Stable
S101221,2021-22,180,109,60.56,True,Stable
S101222,2022-23,180,122,67.78,True,Declining
S101223,2019-20,180,144,80.0,False,Stable
S101224,2020-21,180,93,51.67,True,Improving
S101225,2021-22,180,150,83.33,False,Improving
S101226,2022-23,180,132,73.33,True,Declining
S101227,2019-20,180,69,38.33,True,Stable
S101228,2021-22,180,86,47.78,True,Improving
S101229,2022-23,180,148,82.22,False,Stable
S101230,2020-21,180,72,40.0,True,Improving
S101231,2022-23,180,110,61.11,True,Improving
S101232,2019-20,180,127,70.56,True,Stable
S101233,2021-22,180,75,41.67,True,Improving
S101234,2020-21,180,71,39.44,True,Stable
S101235,2019-20,180,84,46.67,True,Stable
S101236,2022-23,180,171,95.0,False,Stable
S101237,2021-22,180,108,60.0,True,Stable
S101238,2021-22,180,75,41.67,True,Stable
S101239,2019-20,180,162,90.0,False,Improving
S101240,2020-21,180,61,33.89,True,Stable
S101241,2019-20,180,132,73.33,True,Improving
S101242,2021-22,180,167,92.78,False,Stable
S101243,2021-22,180,136,75.56,False,Stable
S101244,2021-22,180,137,76.11,False,Stable
S101245,2020-21,180,135,75.0,False,Stable
S101246,2021-22,180,94,52.22,True,Stable
S101247,2021-22,180,81,45.0,True,Improving
S101248,2019-20,180,144,80.0,False,Stable
S101249,2021-22,180,107,59.44,True,Declining
S101250,2022-23,180,173,96.11,False,Improving
S101251,2019-20,180,123,68.33,True,Improving
S101252,2021-22,180,126,70.0,True,Improving
S101253,2019-20,180,81,45.0,True,Stable
S101254,2019-20,180,132,73.33,True,Stable
S101255,2022-23,180,106,58.89,True,Declining
S101256,2019-20,180,99,55.0,True,Stable
S101257,2019-20,180,165,91.67,False,Improving
S101258,2020-21,180,112,62.22,True,Declining
S101259,2021-22,180,177,98.33,False,Improving
S101260,2020-21,180,62,34.44,True,Improving
S101261,2021-22,180,154,85.56,False,Improving
S101262,2019-20,180,160,88.89,False,Improving
S101263,2021-22,180,65,36.11,True,Declining
S101264,2019-20,180,73,40.56,True,Stable
S101265,2021-22,180,142,78.89,False,Declining
S101266,2019-20,180,117,65.0,True,Declining
S101267,2021-22,180,141,78.33,False,Improving
S101268,2021-22,180,66,36.67,True,Stable
S101269,2021-22,180,159,88.33,False,Stable
S101270,2019-20,180,88,48.89,True,Declining
S101271,2021-22,180,62,34.44,True,Improving
S101272,2019-20,180,72,40.0,True,Stable
S101273,2020-21,180,95,52.78,True,Declining
S101274,2021-22,180,164,91.11,False,Improving
S101275,2022-23,180,148,82.22,False,Improving
S101276,2022-23,180,151,83.89,False,Stable
S101277,2019-20,180,97,53.89,True,Stable
S101278,2022-23,180,134,74.44,True,Stable
S101279,2019-20,180,119,66.11,True,Declining
S101280,2019-20,180,164,91.11,False,Stable
S101281,2022-23,180,132,73.33,True,Stable
S101282,2022-23,180,81,45.0,True,Improving
S101283,2020-21,180,80,44.44,True,Declining
S101284,2019-20,180,142,78.89,False,Declining
S101285,2022-23,180,92,51.11,True,Improving
S101286,2020-21,180,63,35.0,True,Stable
S101287,2020-21,180,156,86.67,False,Declining
S101288,2019-20,180,168,93.33,False,Stable
S101289,2021-22,180,139,77.22,False,Stable
S101290,2022-23,180,103,57.22,True,Stable
S101291,2022-23,180,60,33.33,True,Improving
S101292,2022-23,180,121,67.22,True,Stable
S101293,2022-23,180,138,76.67,False,Declining
S101294,2022-23,180,81,45.0,True,Stable
S101295,2022-23,180,155,86.11,False,Stable
S101296,2020-21,180,118,65.56,True,Improving
S101297,2019-20,180,96,53.33,True,Improving
S101298,2020-21,180,82,45.56,True,Improving
S101299,2022-23,180,92,51.11,True,Improving
S101300,2019-20,180,172,95.56,False,Stable
S101301,2022-23,180,163,90.56,False,Stable
S101302,2019-20,180,81,45.0,True,Improving
S101303,2020-21,180,123,68.33,True,Declining
S101304,2019-20,180,163,90.56,False,Stable
S101305,2020-21,180,121,67.22,True,Declining
S101306,2022-23,180,177,98.33,False,Improving
S101307,2019-20,180,113,62.78,True,Improving
S101308,2021-22,180,117,65.0,True,Stable
S101309,2021-22,180,170,94.44,False,Improving
S101310,2020-21,180,178,98.89,False,Improving
S101311,2020-21,180,71,39.44,True,Improving
S101312,2020-21,180,171,95.0,False,Improving
S101313,2020-21,180,77,42.78,True,Stable
S101314,2022-23,180,155,86.11,False,Stable
S101315,2021-22,180,126,70.0,True,Stable
S101316,2020-21,180,119,66.11,True,Improving
S101317,2019-20,180,159,88.33,False,Declining
S101318,2019-20,180,170,94.44,False,Improving
S101319,2022-23,180,169,93.89,False,Stable
S101320,2020-21,180,60,33.33,True,Declining
S101321,2019-20,180,148,82.22,False,Improving
S101322,2020-21,180,79,43.89,True,Improving
S101323,2019-20,180,76,42.22,True,Declining
S101324,2022-23,180,108,60.0,True,Improving
S101325,2019-20,180,81,45.0,True,Improving
S101326,2020-21,180,173,96.11,False,Stable
S101327,2020-21,180,92,51.11,True,Improving
S101328,2022-23,180,85,47.22,True,Declining
S101329,2021-22,180,86,47.78,True,Improving
S101330,2020-21,180,119,66.11,True,Stable
S101331,2021-22,180,93,51.67,True,Stable
S101332,2020-21,180,146,81.11,False,Stable
S101333,2022-23,180,139,77.22,False,Stable
S101334,2019-20,180,137,76.11,False,Declining
S101335,2021-22,180,111,61.67,True,Declining
S101336,2019-20,180,114,63.33,True,Stable
S101337,2022-23,180,178,98.89,False,Stable
S101338,2022-23,180,175,97.22,False,Improving
S101339,2022-23,180,120,66.67,True,Stable
S101340,2020-21,180,109,60.56,True,Improving
S101341,2020-21,180,164,91.11,False,Declining
S101342,2020-21,180,122,67.78,True,Improving
S101343,2020-21,180,123,68.33,True,Declining
S101344,2021-22,180,73,40.56,True,Stable
S101345,2022-23,180,168,93.33,False,Declining
S101346,2021-22,180,149,82.78,False,Stable
S101347,2020-21,180,169,93.89,False,Declining
S101348,2019-20,180,110,61.11,True,Stable
S101349,2021-22,180,172,95.56,False,Declining
S101350,2019-20,180,86,47.78,True,Declining
S101351,2020-21,180,99,55.0,True,Declining
S101352,2021-22,180,127,70.56,True,Improving
S101353,2021-22,180,68,37.78,True,Stable
S101354,2021-22,180,115,63.89,True,Improving
S101355,2019-20,180,150,83.33,False,Improving
S101356,2020-21,180,166,92.22,False,Declining
S101357,2022-23,180,98,54.44,True,Improving
S101358,2022-23,180,74,41.11,True,Stable
S101359,2020-21,180,148,82.22,False,Improving
S101360,2021-22,180,77,42.78,True,Improving
S101361,2022-23,180,111,61.67,True,Improving
S101362,2021-22,180,120,66.67,True,Stable
S101363,2020-21,180,153,85.0,False,Improving
S101364,2019-20,180,96,53.33,True,Stable
S101365,2021-22,180,139,77.22,False,Improving
S101366,2019-20,180,112,62.22,True,Declining
S101367,2019-20,180,71,39.44,True,Declining
S101368,2020-21,180,140,77.78,False,Stable
S101369,2020-21,180,84,46.67,True,Improving
S101370,2019-20,180,138,76.67,False,Improving
S101371,2019-20,180,84,46.67,True,Declining
S101372,2022-23,180,80,44.44,True,Stable
S101373,2022-23,180,142,78.89,False,Stable
S101374,2020-21,180,147,81.67,False,Declining
S101375,2021-22,180,66,36.67,True,Declining
S101376,2019-20,180,176,97.78,False,Declining
S101377,2021-22,180,135,75.0,False,Declining
S101378,2019-20,180,108,60.0,True,Declining
S101379,2020-21,180,98,54.44,True,Declining
S101380,2021-22,180,134,74.44,True,Stable
S101381,2020-21,180,156,86.67,False,Declining
S101382,2019-20,180,108,60.0,True,Declining
S101383,2020-21,180,148,82.22,False,Stable
S101384,2021-22,180,177,98.33,False,Stable
S101385,2022-23,180,162,90.0,False,Stable
S101386,2020-21,180,93,51.67,True,Stable
S101387,2021-22,180,134,74.44,True,Declining
S101388,2020-21,180,75,41.67,True,Improving
S101389,2020-21,180,155,86.11,False,Declining
S101390,2022-23,180,74,41.11,True,Stable
S101391,2021-22,180,99,55.0,True,Improving
S101392,2021-22,180,138,76.67,False,Declining
S101393,2021-22,180,66,36.67,True,Improving
S101394,2019-20,180,160,88.89,False,Declining
S101395,2020-21,180,99,55.0,True,Improving
S101396,2022-23,180,125,69.44,True,Declining
S101397,2021-22,180,129,71.67,True,Improving
S101398,2022-23,180,159,88.33,False,Improving
S101399,2019-20,180,162,90.0,False,Declining
S101400,2019-20,180,161,89.44,False,Improving
S101401,2022-23,180,151,83.89,False,Declining
S101402,2021-22,180,81,45.0,True,Declining
S101403,2022-23,180,160,88.89,False,Improving
S101404,2021-22,180,118,65.56,True,Stable
S101405,2021-22,180,64,35.56,True,Improving
S101406,2019-20,180,77,42.78,True,Stable
S101407,2022-23,180,70,38.89,True,Stable
S101408,2019-20,180,178,98.89,False,Stable
S101409,2020-21,180,178,98.89,False,Declining
S101410,2019-20,180,67,37.22,True,Improving
S101411,2021-22,180,79,43.89,True,Stable
S101412,2022-23,180,134,74.44,True,Stable
S101413,2020-21,180,118,65.56,True,Improving
S101414,2020-21,180,150,83.33,False,Declining
S101415,2020-21,180,152,84.44,False,Stable
S101416,2020-21,180,84,46.67,True,Declining
S101417,2022-23,180,117,65.0,True,Stable
S101418,2021-22,180,174,96.67,False,Stable
S101419,2020-21,180,78,43.33,True,Declining
S101420,2021-22,180,61,33.89,True,Declining
S101421,2019-20,180,165,91.67,False,Declining
S101422,2021-22,180,162,90.0,False,Improving
S101423,2020-21,180,167,92.78,False,Stable
S101424,2019-20,180,117,65.0,True,Stable
S101425,2019-20,180,125,69.44,True,Stable
S101426,2019-20,180,66,36.67,True,Stable
S101427,2020-21,180,110,61.11,True,Declining
S101428,2021-22,180,154,85.56,False,Improving
S101429,2022-23,180,92,51.11,True,Improving
S101430,2021-22,180,134,74.44,True,Improving
S101431,2020-21,180,163,90.56,False,Improving
S101432,2020-21,180,163,90.56,False,Improving
S101433,2019-20,180,169,93.89,False,Declining
S101434,2021-22,180,72,40.0,True,Declining
S101435,2020-21,180,69,38.33,True,Stable
S101436,2020-21,180,172,95.56,False,Stable
S101437,2022-23,180,118,65.56,True,Declining
S101438,2021-22,180,97,53.89,True,Improving
S101439,2019-20,180,79,43.89,True,Improving
S101440,2019-20,180,144,80.0,False,Stable
S101441,2019-20,180,73,40.56,True,Stable
S101442,2021-22,180,147,81.67,False,Declining
S101443,2020-21,180,99,55.0,True,Declining
S101444,2020-21,180,66,36.67,True,Stable
S101445,2022-23,180,128,71.11,True,Stable
S101446,2022-23,180,65,36.11,True,Improving
S101447,2020-21,180,99,55.0,True,Stable
S101448,2020-21,180,112,62.22,True,Declining
S101449,2021-22,180,158,87.78,False,Stable
S101450,2022-23,180,68,37.78,True,Improving
S101451,2019-20,180,165,91.67,False,Stable
S101452,2019-20,180,124,68.89,True,Stable
S101453,2019-20,180,162,90.0,False,Stable
S101454,2019-20,180,79,43.89,True,Stable
S101455,2020-21,180,65,36.11,True,Declining
S101456,2020-21,180,155,86.11,False,Stable
S101457,2021-22,180,136,75.56,False,Stable
S101458,2019-20,180,98,54.44,True,Declining
S101459,2020-21,180,163,90.56,False,Declining
S101460,2020-21,180,80,44.44,True,Improving
S101461,2020-21,180,96,53.33,True,Stable
S101462,2019-20,180,71,39.44,True,Declining
S101463,2020-21,180,129,71.67,True,Improving
S101464,2022-23,180,178,98.89,False,Declining
S101465,2019-20,180,74,41.11,True,Improving
S101466,2019-20,180,80,44.44,True,Declining
S101467,2022-23,180,144,80.0,False,Improving
S101468,2021-22,180,151,83.89,False,Declining
S101469,2021-22,180,159,88.33,False,Improving
S101470,2019-20,180,140,77.78,False,Stable
S101471,2019-20,180,105,58.33,True,Improving
S101472,2019-20,180,130,72.22,True,Improving
S101473,2022-23,180,146,81.11,False,Declining
S101474,2020-21,180,168,93.33,False,Improving
S101475,2022-23,180,145,80.56,False,Stable
S101476,2020-21,180,69,38.33,True,Stable
S101477,2020-21,180,141,78.33,False,Improving
S101478,2021-22,180,125,69.44,True,Improving
S101479,2022-23,180,177,98.33,False,Improving
S101480,2022-23,180,135,75.0,False,Stable
S101481,2019-20,180,168,93.33,False,Declining
S101482,2022-23,180,176,97.78,False,Declining
S101483,2020-21,180,98,54.44,True,Declining
S101484,2020-21,180,173,96.11,False,Stable
S101485,2022-23,180,81,45.0,True,Declining
S101486,2021-22,180,166,92.22,False,Stable
S101487,2021-22,180,145,80.56,False,Stable
S101488,2019-20,180,101,56.11,True,Stable
S101489,2019-20,180,145,80.56,False,Improving
S101490,2020-21,180,65,36.11,True,Declining
S101491,2022-23,180,169,93.89,False,Improving
S101492,2020-21,180,111,61.67,True,Declining
S101493,2020-21,180,96,53.33,True,Stable
S101494,2022-23,180,143,79.44,False,Improving
S101495,2020-21,180,65,36.11,True,Improving
S101496,2020-21,180,132,73.33,True,Stable
S101497,2021-22,180,88,48.89,True,Declining
S101498,2019-20,180,160,88.89,False,Stable
S101499,2021-22,180,128,71.11,True,Stable
S101500,2019-20,180,110,61.11,True,Improving
S101501,2019-20,180,136,75.56,False,Stable
S101502,2019-20,180,86,47.78,True,Improving
S101503,2021-22,180,146,81.11,False,Declining
S101504,2022-23,180,96,53.33,True,Improving
S101505,2020-21,180,105,58.33,True,Stable
S101506,2022-23,180,157,87.22,False,Stable
S101507,2022-23,180,84,46.67,True,Stable
S101508,2019-20,180,96,53.33,True,Stable
S101509,2019-20,180,82,45.56,True,Declining
S101510,2021-22,180,151,83.89,False,Improving
S101511,2021-22,180,178,98.89,False,Stable
S101512,2020-21,180,85,47.22,True,Declining
S101513,2022-23,180,135,75.0,False,Stable
S101514,2022-23,180,179,99.44,False,Improving
S101515,2020-21,180,111,61.67,True,Improving
S101516,2019-20,180,162,90.0,False,Declining
S101517,2021-22,180,62,34.44,True,Stable
S101518,2020-21,180,132,73.33,True,Improving
S101519,2022-23,180,170,94.44,False,Improving
S101520,2020-21,180,138,76.67,False,Improving
S101521,2020-21,180,131,72.78,True,Improving
S101522,2022-23,180,87,48.33,True,Stable
S101523,2022-23,180,149,82.78,False,Stable
S101524,2021-22,180,139,77.22,False,Declining
S101525,2021-22,180,93,51.67,True,Declining
S101526,2022-23,180,143,79.44,False,Stable
S101527,2021-22,180,124,68.89,True,Declining
S101528,2021-22,180,147,81.67,False,Stable
S101529,2021-22,180,88,48.89,True,Stable
S101530,2022-23,180,63,35.0,True,Improving
S101531,2019-20,180,127,70.56,True,Improving
S101532,2019-20,180,178,98.89,False,Improving
S101533,2021-22,180,121,67.22,True,Improving
S101534,2019-20,180,97,53.89,True,Declining
S101535,2021-22,180,126,70.0,True,Improving
S101536,2019-20,180,163,90.56,False,Improving
S101537,2019-20,180,61,33.89,True,Declining
S101538,2020-21,180,152,84.44,False,Stable
S101539,2021-22,180,172,95.56,False,Stable
S101540,2019-20,180,151,83.89,False,Improving
S101541,2019-20,180,135,75.0,False,Declining
S101542,2020-21,180,103,57.22,True,Improving
S101543,2019-20,180,138,76.67,False,Stable
S101544,2020-21,180,173,96.11,False,Stable
S101545,2019-20,180,164,91.11,False,Stable
S101546,2020-21,180,154,85.56,False,Declining
S101547,2020-21,180,176,97.78,False,Improving
S101548,2022-23,180,160,88.89,False,Declining
S101549,2021-22,180,91,50.56,True,Stable
S101550,2022-23,180,145,80.56,False,Stable
S101551,2021-22,180,62,34.44,True,Declining
S101552,2019-20,180,76,42.22,True,Stable
S101553,2021-22,180,152,84.44,False,Declining
S101554,2022-23,180,179,99.44,False,Improving
S101555,2021-22,180,178,98.89,False,Declining
S101556,2022-23,180,71,39.44,True,Declining
S101557,2021-22,180,123,68.33,True,Declining
S101558,2019-20,180,122,67.78,True,Declining
S101559,2019-20,180,137,76.11,False,Improving
S101560,2021-22,180,131,72.78,True,Stable
S101561,2021-22,180,100,55.56,True,Declining
S101562,2019-20,180,61,33.89,True,Stable
S101563,2021-22,180,112,62.22,True,Stable
S101564,2020-21,180,93,51.67,True,Improving
S101565,2019-20,180,147,81.67,False,Stable
S101566,2019-20,180,171,95.0,False,Stable
S101567,2022-23,180,143,79.44,False,Declining
S101568,2022-23,180,166,92.22,False,Stable
S101569,2020-21,180,175,97.22,False,Improving
S101570,2021-22,180,133,73.89,True,Stable
S101571,2020-21,180,99,55.0,True,Declining
S101572,2021-22,180,130,72.22,True,Stable
S101573,2022-23,180,124,68.89,True,Declining
S101574,2021-22,180,114,63.33,True,Stable
S101575,2022-23,180,133,73.89,True,Declining
S101576,2019-20,180,110,61.11,True,Declining
S101577,2019-20,180,64,35.56,True,Declining
S101578,2021-22,180,115,63.89,True,Declining
S101579,2022-23,180,177,98.33,False,Stable
S101580,2020-21,180,163,90.56,False,Declining
S101581,2022-23,180,80,44.44,True,Stable
S101582,2022-23,180,117,65.0,True,Improving
S101583,2022-23,180,132,73.33,True,Improving
S101584,2019-20,180,152,84.44,False,Stable
S101585,2022-23,180,90,50.0,True,Declining
S101586,2021-22,180,168,93.33,False,Stable
S101587,2019-20,180,105,58.33,True,Stable
S101588,2019-20,180,86,47.78,True,Improving
S101589,2019-20,180,129,71.67,True,Stable
S101590,2022-23,180,166,92.22,False,Improving
S101591,2020-21,180,90,50.0,True,Stable
S101592,2022-23,180,100,55.56,True,Declining
S101593,2022-23,180,104,57.78,True,Declining
S101594,2020-21,180,95,52.78,True,Stable
S101595,2022-23,180,61,33.89,True,Stable
S101596,2021-22,180,121,67.22,True,Stable
S101597,2020-21,180,179,99.44,False,Improving
S101598,2021-22,180,80,44.44,True,Declining
S101599,2021-22,180,93,51.67,True,Stable
S101600,2019-20,180,145,80.56,False,Stable
S101601,2019-20,180,72,40.0,True,Stable
S101602,2020-21,180,78,43.33,True,Improving
S101603,2022-23,180,92,51.11,True,Improving
S101604,2021-22,180,161,89.44,False,Improving
S101605,2022-23,180,163,90.56,False,Stable
S101606,2021-22,180,108,60.0,True,Improving
S101607,2019-20,180,62,34.44,True,Declining
S101608,2019-20,180,97,53.89,True,Declining
S101609,2019-20,180,142,78.89,False,Declining
S101610,2020-21,180,130,72.22,True,Declining
S101611,2021-22,180,74,41.11,True,Declining
S101612,2022-23,180,97,53.89,True,Improving
S101613,2021-22,180,84,46.67,True,Stable
S101614,2022-23,180,120,66.67,True,Improving
S101615,2022-23,180,145,80.56,False,Improving
S101616,2022-23,180,146,81.11,False,Stable
S101617,2021-22,180,109,60.56,True,Stable
S101618,2019-20,180,69,38.33,True,Improving
S101619,2020-21,180,159,88.33,False,Stable
S101620,2020-21,180,160,88.89,False,Improving
S101621,2019-20,180,109,60.56,True,Declining
S101622,2020-21,180,165,91.67,False,Declining
S101623,2022-23,180,101,56.11,True,Declining
S101624,2020-21,180,165,91.67,False,Declining
S101625,2021-22,180,130,72.22,True,Stable
S101626,2019-20,180,111,61.67,True,Improving
S101627,2019-20,180,105,58.33,True,Declining
S101628,2019-20,180,148,82.22,False,Improving
S101629,2019-20,180,99,55.0,True,Stable
S101630,2021-22,180,117,65.0,True,Declining
S101631,2022-23,180,164,91.11,False,Declining
S101632,2022-23,180,83,46.11,True,Stable
S101633,2022-23,180,128,71.11,True,Declining
S101634,2020-21,180,144,80.0,False,Stable
S101635,2022-23,180,99,55.0,True,Improving
S101636,2020-21,180,79,43.89,True,Stable
S101637,2021-22,180,88,48.89,True,Declining
S101638,2020-21,180,96,53.33,True,Stable
S101639,2022-23,180,79,43.89,True,Declining
S101640,2019-20,180,77,42.78,True,Stable
S101641,2021-22,180,63,35.0,True,Stable
S101642,2022-23,180,70,38.89,True,Improving
S101643,2022-23,180,176,97.78,False,Improving
S101644,2022-23,180,123,68.33,True,Improving
S101645,2021-22,180,145,80.56,False,Stable
S101646,2019-20,180,111,61.67,True,Declining
S101647,2019-20,180,102,56.67,True,Declining
S101648,2019-20,180,73,40.56,True,Improving
S101649,2022-23,180,104,57.78,True,Stable
S101650,2020-21,180,87,48.33,True,Stable
S101651,2022-23,180,63,35.0,True,Stable
S101652,2019-20,180,75,41.67,True,Stable
S101653,2021-22,180,97,53.89,True,Improving
S101654,2020-21,180,122,67.78,True,Declining
S101655,2020-21,180,82,45.56,True,Declining
S101656,2022-23,180,136,75.56,False,Improving
S101657,2021-22,180,178,98.89,False,Declining
S101658,2020-21,180,79,43.89,True,Improving
S101659,2019-20,180,128,71.11,True,Improving
S101660,2022-23,180,142,78.89,False,Declining
S101661,2022-23,180,80,44.44,True,Stable
S101662,2019-20,180,101,56.11,True,Stable
S101663,2019-20,180,128,71.11,True,Stable
S101664,2019-20,180,73,40.56,True,Declining
S101665,2020-21,180,159,88.33,False,Declining
S101666,2021-22,180,129,71.67,True,Improving
S101667,2020-21,180,64,35.56,True,Declining
S101668,2021-22,180,83,46.11,True,Declining
S101669,2022-23,180,152,84.44,False,Stable
S101670,2021-22,180,88,48.89,True,Stable
S101671,2019-20,180,61,33.89,True,Improving
S101672,2020-21,180,65,36.11,True,Improving
S101673,2019-20,180,93,51.67,True,Stable
S101674,2022-23,180,135,75.0,False,Declining
S101675,2020-21,180,81,45.0,True,Declining
S101676,2020-21,180,63,35.0,True,Stable
S101677,2019-20,180,168,93.33,False,Declining
S101678,2020-21,180,172,95.56,False,Declining
S101679,2019-20,180,65,36.11,True,Stable
S101680,2021-22,180,126,70.0,True,Improving
S101681,2022-23,180,136,75.56,False,Stable
S101682,2019-20,180,122,67.78,True,Improving
S101683,2022-23,180,146,81.11,False,Improving
S101684,2020-21,180,158,87.78,False,Improving
S101685,2022-23,180,149,82.78,False,Declining
S101686,2022-23,180,175,97.22,False,Improving
