student_id,academic_year,dropout_flag,dropout_reason,intervention_required,retention_status
S101478,2021-22,True,Poor Academic Performance,True,Dropped
S101479,2022-23,False,N/A,False,Retained
S101480,2022-23,False,N/A,False,Retained
S101481,2019-20,False,N/A,False,Retained
S101482,2022-23,False,N/A,False,Retained
S101483,2020-21,False,N/A,False,Retained
S101484,2020-21,False,N/A,False,Retained
S101485,2022-23,False,N/A,False,Retained
S101486,2021-22,False,N/A,False,Retained
S101487,2021-22,False,N/A,False,Retained
S101488,2019-20,False,N/A,False,Retained
S101489,2019-20,False,N/A,False,Retained
S101490,2020-21,False,N/A,False,Retained
S101491,2022-23,False,N/A,False,Retained
S101492,2020-21,False,N/A,False,Retained
S101493,2020-21,False,N/A,False,Retained
S101494,2022-23,False,N/A,False,Retained
S101495,2020-21,False,N/A,False,Retained
S101496,2020-21,False,N/A,False,Retained
S101497,2021-22,False,N/A,False,Retained
S101498,2019-20,False,N/A,False,Retained
S101499,2021-22,True,Low Attendance,True,Dropped
S101500,2019-20,True,Poor Academic Performance,True,Dropped
S101501,2019-20,False,N/A,False,Retained
S101502,2019-20,True,Poor Academic Performance,True,Dropped
S101503,2021-22,False,N/A,False,Retained
S101504,2022-23,True,Poor Academic Performance,True,Dropped
S101505,2020-21,False,N/A,False,Retained
S101506,2022-23,False,N/A,False,Retained
S101507,2022-23,False,N/A,False,Retained
S101508,2019-20,False,N/A,False,Retained
S101509,2019-20,False,N/A,False,Retained
S101510,2021-22,False,N/A,False,Retained
S101511,2021-22,False,N/A,False,Retained
S101512,2020-21,False,N/A,False,Retained
S101513,2022-23,False,N/A,False,Retained
S101514,2022-23,False,N/A,False,Retained
S101515,2020-21,False,N/A,False,Retained
S101516,2019-20,False,N/A,False,Retained
S101517,2021-22,False,N/A,False,Retained
S101518,2020-21,True,Poor Academic Performance,True,Dropped
S101519,2022-23,False,N/A,False,Retained
S101520,2020-21,False,N/A,False,Retained
S101521,2020-21,False,N/A,False,Retained
S101522,2022-23,True,Low Attendance,True,Dropped
S101523,2022-23,False,N/A,False,Retained
S101524,2021-22,False,N/A,False,Retained
S101525,2021-22,False,N/A,False,Retained
S101526,2022-23,False,N/A,False,Retained
S101527,2021-22,True,Personal Reasons,True,Dropped
S101528,2021-22,False,N/A,False,Retained
S101529,2021-22,False,N/A,False,Retained
S101530,2022-23,False,N/A,False,Retained
S101531,2019-20,False,N/A,False,Retained
S101532,2019-20,False,N/A,False,Retained
S101533,2021-22,False,N/A,False,Retained
S101534,2019-20,False,N/A,False,Retained
S101535,2021-22,False,N/A,False,Retained
S101536,2019-20,False,N/A,False,Retained
S101537,2019-20,True,Financial Issues,True,Dropped
S101538,2020-21,False,N/A,False,Retained
S101539,2021-22,False,N/A,False,Retained
S101540,2019-20,False,N/A,False,Retained
S101541,2019-20,False,N/A,False,Retained
S101542,2020-21,False,N/A,False,Retained
S101543,2019-20,False,N/A,False,Retained
S101544,2020-21,False,N/A,False,Retained
S101545,2019-20,False,N/A,False,Retained
S101546,2020-21,False,N/A,False,Retained
S101547,2020-21,False,N/A,False,Retained
S101548,2022-23,False,N/A,False,Retained
S101549,2021-22,False,N/A,False,Retained
S101550,2022-23,False,N/A,False,Retained
S101551,2021-22,False,N/A,False,Retained
S101552,2019-20,False,N/A,False,Retained
S101553,2021-22,False,N/A,False,Retained
S101554,2022-23,False,N/A,False,Retained
S101555,2021-22,False,N/A,False,Retained
S101556,2022-23,False,N/A,False,Retained
S101557,2021-22,False,N/A,False,Retained
S101558,2019-20,False,N/A,False,Retained
S101559,2019-20,False,N/A,False,Retained
S101560,2021-22,False,N/A,False,Retained
S101561,2021-22,False,N/A,False,Retained
S101562,2019-20,False,N/A,False,Retained
S101563,2021-22,False,N/A,False,Retained
S101564,2020-21,False,N/A,False,Retained
S101565,2019-20,False,N/A,False,Retained
S101566,2019-20,False,N/A,False,Retained
S101567,2022-23,False,N/A,False,Retained
S101568,2022-23,False,N/A,False,Retained
S101569,2020-21,False,N/A,False,Retained
S101570,2021-22,False,N/A,False,Retained
S101571,2020-21,True,Low Attendance,True,Dropped
S101572,2021-22,False,N/A,False,Retained
S101573,2022-23,False,N/A,False,Retained
S101574,2021-22,False,N/A,False,Retained
S101575,2022-23,False,N/A,False,Retained
S101576,2019-20,False,N/A,False,Retained
S101577,2019-20,False,N/A,False,Retained
S101578,2021-22,False,N/A,False,Retained
S101579,2022-23,False,N/A,False,Retained
S101580,2020-21,False,N/A,False,Retained
S101581,2022-23,True,Low Attendance,True,Dropped
S101582,2022-23,False,N/A,False,Retained
S101583,2022-23,False,N/A,False,Retained
S101584,2019-20,False,N/A,False,Retained
S101585,2022-23,False,N/A,False,Retained
S101586,2021-22,False,N/A,False,Retained
S101587,2019-20,False,N/A,False,Retained
S101588,2019-20,False,N/A,False,Retained
S101589,2019-20,False,N/A,False,Retained
S101590,2022-23,False,N/A,False,Retained
S101591,2020-21,False,N/A,False,Retained
S101592,2022-23,False,N/A,False,Retained
S101593,2022-23,False,N/A,False,Retained
S101594,2020-21,False,N/A,False,Retained
S101595,2022-23,False,N/A,False,Retained
S101596,2021-22,False,N/A,False,Retained
S101597,2020-21,False,N/A,False,Retained
S101598,2021-22,False,N/A,False,Retained
S101599,2021-22,False,N/A,False,Retained
S101600,2019-20,False,N/A,False,Retained
S101601,2019-20,True,Personal Reasons,True,Dropped
S101602,2020-21,False,N/A,False,Retained
S101603,2022-23,False,N/A,False,Retained
S101604,2021-22,False,N/A,False,Retained
S101605,2022-23,False,N/A,False,Retained
S101606,2021-22,True,Personal Reasons,True,Dropped
S101607,2019-20,False,N/A,False,Retained
S101608,2019-20,True,Low Attendance,True,Dropped
S101609,2019-20,False,N/A,False,Retained
S101610,2020-21,True,Personal Reasons,True,Dropped
S101611,2021-22,True,Poor Academic Performance,True,Dropped
S101612,2022-23,False,N/A,False,Retained
S101613,2021-22,False,N/A,False,Retained
S101614,2022-23,False,N/A,False,Retained
S101615,2022-23,False,N/A,False,Retained
S101616,2022-23,False,N/A,False,Retained
S101617,2021-22,True,Personal Reasons,True,Dropped
S101618,2019-20,False,N/A,False,Retained
S101619,2020-21,False,N/A,False,Retained
S101620,2020-21,False,N/A,False,Retained
S101621,2019-20,True,Financial Issues,True,Dropped
S101622,2020-21,False,N/A,False,Retained
S101623,2022-23,False,N/A,False,Retained
S101624,2020-21,False,N/A,False,Retained
S101625,2021-22,False,N/A,False,Retained
S101626,2019-20,False,N/A,False,Retained
S101627,2019-20,True,Poor Academic Performance,True,Dropped
S101628,2019-20,False,N/A,False,Retained
S101629,2019-20,False,N/A,False,Retained
S101630,2021-22,False,N/A,False,Retained
S101631,2022-23,False,N/A,False,Retained
S101632,2022-23,False,N/A,False,Retained
S101633,2022-23,True,Personal Reasons,True,Dropped
S101634,2020-21,False,N/A,False,Retained
S101635,2022-23,True,Financial Issues,True,Dropped
S101636,2020-21,False,N/A,False,Retained
S101637,2021-22,False,N/A,False,Retained
S101638,2020-21,False,N/A,False,Retained
S101639,2022-23,False,N/A,False,Retained
S101640,2019-20,False,N/A,False,Retained
S101641,2021-22,False,N/A,False,Retained
S101642,2022-23,False,N/A,False,Retained
S101643,2022-23,False,N/A,False,Retained
S101644,2022-23,False,N/A,False,Retained
S101645,2021-22,False,N/A,False,Retained
S101646,2019-20,True,Personal Reasons,True,Dropped
S101647,2019-20,False,N/A,False,Retained
S101648,2019-20,False,N/A,False,Retained
S101649,2022-23,False,N/A,False,Retained
S101650,2020-21,False,N/A,False,Retained
S101651,2022-23,False,N/A,False,Retained
S101652,2019-20,True,Financial Issues,True,Dropped
S101653,2021-22,False,N/A,False,Retained
S101654,2020-21,False,N/A,False,Retained
S101655,2020-21,False,N/A,False,Retained
S101656,2022-23,False,N/A,False,Retained
S101657,2021-22,False,N/A,False,Retained
S101658,2020-21,False,N/A,False,Retained
S101659,2019-20,False,N/A,False,Retained
S101660,2022-23,False,N/A,False,Retained
S101661,2022-23,False,N/A,False,Retained
S101662,2019-20,False,N/A,False,Retained
S101663,2019-20,False,N/A,False,Retained
S101664,2019-20,False,N/A,False,Retained
S101665,2020-21,False,N/A,False,Retained
S101666,2021-22,False,N/A,False,Retained
S101667,2020-21,False,N/A,False,Retained
S101668,2021-22,False,N/A,False,Retained
S101669,2022-23,False,N/A,False,Retained
S101670,2021-22,False,N/A,False,Retained
S101671,2019-20,False,N/A,False,Retained
S101672,2020-21,False,N/A,False,Retained
S101673,2019-20,True,Financial Issues,True,Dropped
S101674,2022-23,False,N/A,False,Retained
S101675,2020-21,False,N/A,False,Retained
S101676,2020-21,False,N/A,False,Retained
S101677,2019-20,False,N/A,False,Retained
S101678,2020-21,False,N/A,False,Retained
S101679,2019-20,False,N/A,False,Retained
S101680,2021-22,False,N/A,False,Retained
S101681,2022-23,False,N/A,False,Retained
S101682,2019-20,True,Personal Reasons,True,Dropped
S101683,2022-23,False,N/A,False,Retained
S101684,2020-21,False,N/A,False,Retained
S101685,2022-23,False,N/A,False,Retained
S101686,2022-23,False,N/A,False,Retained
S101687,2022-23,False,N/A,False,Retained
S101688,2020-21,False,N/A,False,Retained
S101689,2021-22,False,N/A,False,Retained
S101690,2021-22,False,N/A,False,Retained
S101691,2021-22,False,N/A,False,Retained
S101692,2019-20,True,Financial Issues,True,Dropped
S101693,2019-20,True,Low Attendance,True,Dropped
S101694,2020-21,False,N/A,False,Retained
S101695,2021-22,False,N/A,False,Retained
S101696,2022-23,False,N/A,False,Retained
S101697,2021-22,False,N/A,False,Retained
S101698,2019-20,False,N/A,False,Retained
S101699,2020-21,True,Low Attendance,True,Dropped
S101700,2021-22,False,N/A,False,Retained
S101701,2019-20,False,N/A,False,Retained
S101702,2019-20,True,Financial Issues,True,Dropped
S101703,2022-23,False,N/A,False,Retained
S101704,2021-22,False,N/A,False,Retained
S101705,2022-23,False,N/A,False,Retained
S101706,2021-22,False,N/A,False,Retained
S101707,2020-21,False,N/A,False,Retained
S101708,2021-22,False,N/A,False,Retained
S101709,2022-23,False,N/A,False,Retained
S101710,2022-23,False,N/A,False,Retained
S101711,2019-20,True,Poor Academic Performance,True,Dropped
S101712,2021-22,False,N/A,False,Retained
S101713,2021-22,False,N/A,False,Retained
S101714,2020-21,False,N/A,False,Retained
S101715,2019-20,False,N/A,False,Retained
S101716,2022-23,False,N/A,False,Retained
S101717,2021-22,False,N/A,False,Retained
S101718,2019-20,False,N/A,False,Retained
S101719,2020-21,False,N/A,False,Retained
S101720,2019-20,False,N/A,False,Retained
S101721,2021-22,False,N/A,False,Retained
S101722,2021-22,False,N/A,False,Retained
S101723,2020-21,False,N/A,False,Retained
S101724,2020-21,False,N/A,False,Retained
S101725,2020-21,True,Financial Issues,True,Dropped
S101726,2022-23,False,N/A,False,Retained
S101727,2019-20,False,N/A,False,Retained
S101728,2019-20,False,N/A,False,Retained
S101729,2019-20,False,N/A,False,Retained
S101730,2022-23,False,N/A,False,Retained
S101731,2019-20,False,N/A,False,Retained
S101732,2020-21,False,N/A,False,Retained
S101733,2019-20,False,N/A,False,Retained
S101734,2022-23,False,N/A,False,Retained
S101735,2022-23,False,N/A,False,Retained
S101736,2019-20,False,N/A,False,Retained
S101737,2022-23,True,Poor Academic Performance,True,Dropped
S101738,2022-23,True,Financial Issues,True,Dropped
S101739,2019-20,False,N/A,False,Retained
S101740,2022-23,False,N/A,False,Retained
S101741,2022-23,False,N/A,False,Retained
S101742,2019-20,True,Poor Academic Performance,True,Dropped
S101743,2020-21,False,N/A,False,Retained
S101744,2020-21,False,N/A,False,Retained
S101745,2022-23,False,N/A,False,Retained
S101746,2021-22,False,N/A,False,Retained
S101747,2021-22,False,N/A,False,Retained
S101748,2019-20,False,N/A,False,Retained
S101749,2019-20,False,N/A,False,Retained
S101750,2020-21,True,Poor Academic Performance,True,Dropped
S101751,2021-22,True,Low Attendance,True,Dropped
S101752,2019-20,False,N/A,False,Retained
S101753,2021-22,False,N/A,False,Retained
S101754,2021-22,False,N/A,False,Retained
S101755,2022-23,False,N/A,False,Retained
S101756,2022-23,False,N/A,False,Retained
S101757,2021-22,False,N/A,False,Retained
S101758,2020-21,False,N/A,False,Retained
S101759,2019-20,True,Personal Reasons,True,Dropped
S101760,2019-20,False,N/A,False,Retained
S101761,2020-21,False,N/A,False,Retained
S101762,2022-23,False,N/A,False,Retained
S101763,2022-23,False,N/A,False,Retained
S101764,2020-21,True,Financial Issues,True,Dropped
S101765,2020-21,True,Low Attendance,True,Dropped
S101766,2022-23,False,N/A,False,Retained
S101767,2021-22,False,N/A,False,Retained
S101768,2022-23,True,Personal Reasons,True,Dropped
S101769,2021-22,False,N/A,False,Retained
S101770,2019-20,False,N/A,False,Retained
S101771,2019-20,False,N/A,False,Retained
S101772,2021-22,False,N/A,False,Retained
S101773,2021-22,False,N/A,False,Retained
S101774,2022-23,False,N/A,False,Retained
S101775,2020-21,False,N/A,False,Retained
S101776,2021-22,False,N/A,False,Retained
S101777,2019-20,False,N/A,False,Retained
S101778,2022-23,False,N/A,False,Retained
S101779,2019-20,False,N/A,False,Retained
S101780,2022-23,False,N/A,False,Retained
S101781,2020-21,False,N/A,False,Retained
S101782,2020-21,False,N/A,False,Retained
S101783,2019-20,True,Financial Issues,True,Dropped
S101784,2021-22,False,N/A,False,Retained
S101785,2021-22,False,N/A,False,Retained
S101786,2019-20,True,Poor Academic Performance,True,Dropped
S101787,2021-22,False,N/A,False,Retained
S101788,2021-22,False,N/A,False,Retained
S101789,2019-20,False,N/A,False,Retained
S101790,2019-20,False,N/A,False,Retained
S101791,2020-21,False,N/A,False,Retained
S101792,2019-20,False,N/A,False,Retained
S101793,2020-21,False,N/A,False,Retained
S101794,2020-21,False,N/A,False,Retained
S101795,2022-23,False,N/A,False,Retained
S101796,2021-22,False,N/A,False,Retained
S101797,2019-20,False,N/A,False,Retained
S101798,2021-22,False,N/A,False,Retained
S101799,2022-23,False,N/A,False,Retained
S101800,2019-20,False,N/A,False,Retained
S101801,2019-20,False,N/A,False,Retained
S101802,2022-23,False,N/A,False,Retained
S101803,2021-22,False,N/A,False,Retained
S101804,2020-21,False,N/A,False,Retained
S101805,2022-23,False,N/A,False,Retained
S101806,2022-23,False,N/A,False,Retained
S101807,2019-20,False,N/A,False,Retained
S101808,2020-21,False,N/A,False,Retained
S101809,2022-23,False,N/A,False,Retained
S101810,2021-22,False,N/A,False,Retained
S101811,2022-23,False,N/A,False,Retained
S101812,2021-22,False,N/A,False,Retained
S101813,2019-20,False,N/A,False,Retained
S101814,2022-23,False,N/A,False,Retained
S101815,2021-22,True,Poor Academic Performance,True,Dropped
S101816,2019-20,False,N/A,False,Retained
S101817,2019-20,False,N/A,False,Retained
S101818,2019-20,True,Low Attendance,True,Dropped
S101819,2022-23,False,N/A,False,Retained
S101820,2019-20,False,N/A,False,Retained
S101821,2019-20,False,N/A,False,Retained
S101822,2021-22,False,N/A,False,Retained
S101823,2019-20,False,N/A,False,Retained
S101824,2022-23,False,N/A,False,Retained
S101825,2020-21,False,N/A,False,Retained
S101826,2019-20,True,Financial Issues,True,Dropped
S101827,2022-23,False,N/A,False,Retained
S101828,2019-20,False,N/A,False,Retained
S101829,2022-23,False,N/A,False,Retained
S101830,2019-20,False,N/A,False,Retained
S101831,2021-22,False,N/A,False,Retained
S101832,2020-21,False,N/A,False,Retained
S101833,2020-21,False,N/A,False,Retained
S101834,2022-23,True,Financial Issues,True,Dropped
S101835,2022-23,False,N/A,False,Retained
S101836,2020-21,False,N/A,False,Retained
S101837,2021-22,False,N/A,False,Retained
S101838,2021-22,True,Financial Issues,True,Dropped
S101839,2019-20,True,Low Attendance,True,Dropped
S101840,2021-22,False,N/A,False,Retained
S101841,2020-21,False,N/A,False,Retained
S101842,2020-21,True,Poor Academic Performance,True,Dropped
S101843,2021-22,False,N/A,False,Retained
S101844,2021-22,False,N/A,False,Retained
S101845,2020-21,False,N/A,False,Retained
S101846,2020-21,False,N/A,False,Retained
S101847,2020-21,True,Financial Issues,True,Dropped
S101848,2020-21,True,Personal Reasons,True,Dropped
S101849,2020-21,False,N/A,False,Retained
S101850,2021-22,False,N/A,False,Retained
S101851,2021-22,False,N/A,False,Retained
S101852,2019-20,False,N/A,False,Retained
S101853,2019-20,True,Personal Reasons,True,Dropped
S101854,2022-23,False,N/A,False,Retained
S101855,2019-20,False,N/A,False,Retained
S101856,2021-22,False,N/A,False,Retained
S101857,2019-20,False,N/A,False,Retained
S101858,2019-20,False,N/A,False,Retained
S101859,2021-22,False,N/A,False,Retained
S101860,2020-21,True,Personal Reasons,True,Dropped
S101861,2021-22,False,N/A,False,Retained
S101862,2021-22,False,N/A,False,Retained
S101863,2022-23,False,N/A,False,Retained
S101864,2022-23,False,N/A,False,Retained
S101865,2022-23,False,N/A,False,Retained
S101866,2020-21,False,N/A,False,Retained
S101867,2019-20,False,N/A,False,Retained
S101868,2022-23,False,N/A,False,Retained
S101869,2021-22,False,N/A,False,Retained
S101870,2022-23,False,N/A,False,Retained
S101871,2021-22,False,N/A,False,Retained
S101872,2020-21,False,N/A,False,Retained
S101873,2022-23,False,N/A,False,Retained
S101874,2021-22,False,N/A,False,Retained
S101875,2019-20,False,N/A,False,Retained
S101876,2020-21,False,N/A,False,Retained
S101877,2021-22,True,Financial Issues,True,Dropped
S101878,2019-20,False,N/A,False,Retained
S101879,2019-20,False,N/A,False,Retained
S101880,2021-22,False,N/A,False,Retained
S101881,2022-23,False,N/A,False,Retained
S101882,2019-20,False,N/A,False,Retained
S101883,2020-21,False,N/A,False,Retained
S101884,2019-20,False,N/A,False,Retained
S101885,2022-23,False,N/A,False,Retained
S101886,2020-21,False,N/A,False,Retained
S101887,2020-21,False,N/A,False,Retained
S101888,2020-21,False,N/A,False,Retained
S101889,2021-22,True,Personal Reasons,True,Dropped
S101890,2019-20,False,N/A,False,Retained
S101891,2022-23,False,N/A,False,Retained
S101892,2021-22,False,N/A,False,Retained
S101893,2021-22,False,N/A,False,Retained
S101894,2020-21,False,N/A,False,Retained
S101895,2021-22,False,N/A,False,Retained
S101896,2019-20,False,N/A,False,Retained
S101897,2021-22,False,N/A,False,Retained
S101898,2021-22,True,Low Attendance,True,Dropped
S101899,2020-21,False,N/A,False,Retained
S101900,2020-21,False,N/A,False,Retained
S101901,2021-22,False,N/A,False,Retained
S101902,2020-21,False,N/A,False,Retained
S101903,2022-23,True,Personal Reasons,True,Dropped
S101904,2022-23,False,N/A,False,Retained
S101905,2022-23,False,N/A,False,Retained
S101906,2021-22,False,N/A,False,Retained
S101907,2019-20,False,N/A,False,Retained
S101908,2019-20,False,N/A,False,Retained
S101909,2020-21,False,N/A,False,Retained
S101910,2019-20,True,Financial Issues,True,Dropped
S101911,2019-20,False,N/A,False,Retained
S101912,2021-22,False,N/A,False,Retained
S101913,2020-21,False,N/A,False,Retained
S101914,2019-20,False,N/A,False,Retained
S101915,2022-23,False,N/A,False,Retained
S101916,2020-21,False,N/A,False,Retained
S101917,2020-21,False,N/A,False,Retained
S101918,2020-21,False,N/A,False,Retained
S101919,2022-23,False,N/A,False,Retained
S101920,2019-20,False,N/A,False,Retained
S101921,2022-23,False,N/A,False,Retained
S101922,2020-21,False,N/A,False,Retained
S101923,2020-21,False,N/A,False,Retained
S101924,2021-22,False,N/A,False,Retained
S101925,2021-22,False,N/A,False,Retained
S101926,2021-22,False,N/A,False,Retained
S101927,2021-22,False,N/A,False,Retained
S101928,2020-21,True,Personal Reasons,True,Dropped
S101929,2022-23,False,N/A,False,Retained
S101930,2021-22,False,N/A,False,Retained
S101931,2022-23,False,N/A,False,Retained
S101932,2021-22,False,N/A,False,Retained
S101933,2019-20,False,N/A,False,Retained
S101934,2021-22,False,N/A,False,Retained
S101935,2022-23,False,N/A,False,Retained
S101936,2021-22,False,N/A,False,Retained
S101937,2019-20,False,N/A,False,Retained
S101938,2022-23,False,N/A,False,Retained
S101939,2022-23,True,Poor Academic Performance,True,Dropped
S101940,2022-23,False,N/A,False,Retained
S101941,2020-21,False,N/A,False,Retained
S101942,2022-23,False,N/A,False,Retained
S101943,2020-21,False,N/A,False,Retained
S101944,2019-20,True,Poor Academic Performance,True,Dropped
S101945,2022-23,False,N/A,False,Retained
S101946,2022-23,False,N/A,False,Retained
S101947,2022-23,False,N/A,False,Retained
S101948,2019-20,False,N/A,False,Retained
S101949,2020-21,False,N/A,False,Retained
S101950,2021-22,False,N/A,False,Retained
S101951,2019-20,False,N/A,False,Retained
S101952,2019-20,True,Personal Reasons,True,Dropped
S101953,2019-20,False,N/A,False,Retained
S101954,2020-21,False,N/A,False,Retained
S101955,2020-21,False,N/A,False,Retained
S101956,2020-21,False,N/A,False,Retained
S101957,2020-21,False,N/A,False,Retained
S101958,2020-21,False,N/A,False,Retained
S101959,2022-23,False,N/A,False,Retained
S101960,2021-22,False,N/A,False,Retained
S101961,2021-22,False,N/A,False,Retained
S101962,2020-21,False,N/A,False,Retained
S101963,2020-21,False,N/A,False,Retained
S101964,2022-23,False,N/A,False,Retained
S101965,2020-21,False,N/A,False,Retained
S101966,2022-23,False,N/A,False,Retained
S101967,2022-23,True,Financial Issues,True,Dropped
S101968,2019-20,False,N/A,False,Retained
S101969,2019-20,False,N/A,False,Retained
S101970,2020-21,False,N/A,False,Retained
S101971,2022-23,False,N/A,False,Retained
S101972,2020-21,False,N/A,False,Retained
S101973,2019-20,False,N/A,False,Retained
S101974,2019-20,False,N/A,False,Retained
S101975,2019-20,True,Poor Academic Performance,True,Dropped
S101976,2019-20,False,N/A,False,Retained
S101977,2019-20,False,N/A,False,Retained
S101978,2020-21,True,Personal Reasons,True,Dropped
S101979,2020-21,False,N/A,False,Retained
S101980,2019-20,False,N/A,False,Retained
S101981,2020-21,False,N/A,False,Retained
S101982,2019-20,True,Low Attendance,True,Dropped
S101983,2019-20,False,N/A,False,Retained
S101984,2019-20,False,N/A,False,Retained
S101985,2020-21,False,N/A,False,Retained
S101986,2020-21,False,N/A,False,Retained
S101987,2022-23,False,N/A,False,Retained
S101988,2020-21,False,N/A,False,Retained
S101989,2020-21,False,N/A,False,Retained
S101990,2021-22,False,N/A,False,Retained
S101991,2019-20,False,N/A,False,Retained
S101992,2019-20,False,N/A,False,Retained
S101993,2020-21,True,Poor Academic Performance,True,Dropped
S101994,2020-21,False,N/A,False,Retained
S101995,2022-23,False,N/A,False,Retained
S101996,2021-22,False,N/A,False,Retained
S101997,2019-20,False,N/A,False,Retained
S101998,2019-20,False,N/A,False,Retained
S101999,2020-21,False,N/A,False,Retained
S102000,2020-21,False,N/A,False,Retained
S102001,2021-22,False,N/A,False,Retained
S102002,2019-20,False,N/A,False,Retained
S102003,2021-22,True,Financial Issues,True,Dropped
S102004,2019-20,False,N/A,False,Retained
S102005,2020-21,False,N/A,False,Retained
S102006,2021-22,False,N/A,False,Retained
S102007,2022-23,False,N/A,False,Retained
S102008,2020-21,False,N/A,False,Retained
S102009,2022-23,False,N/A,False,Retained
S102010,2022-23,False,N/A,False,Retained
S102011,2022-23,True,Financial Issues,True,Dropped
S102012,2019-20,True,Financial Issues,True,Dropped
S102013,2022-23,False,N/A,False,Retained
S102014,2019-20,False,N/A,False,Retained
S102015,2021-22,False,N/A,False,Retained
S102016,2020-21,False,N/A,False,Retained
S102017,2019-20,False,N/A,False,Retained
S102018,2019-20,False,N/A,False,Retained
S102019,2021-22,True,Poor Academic Performance,True,Dropped
S102020,2021-22,False,N/A,False,Retained
S102021,2020-21,False,N/A,False,Retained
S102022,2021-22,False,N/A,False,Retained
S102023,2019-20,False,N/A,False,Retained
S102024,2020-21,False,N/A,False,Retained
S102025,2020-21,False,N/A,False,Retained
S102026,2020-21,False,N/A,False,Retained
S102027,2022-23,False,N/A,False,Retained
S102028,2022-23,False,N/A,False,Retained
S102029,2019-20,False,N/A,False,Retained
S102030,2022-23,False,N/A,False,Retained
S102031,2021-22,False,N/A,False,Retained
S102032,2020-21,False,N/A,False,Retained
S102033,2019-20,False,N/A,False,Retained
S102034,2021-22,False,N/A,False,Retained
S102035,2020-21,False,N/A,False,Retained
S102036,2021-22,False,N/A,False,Retained
S102037,2022-23,True,Financial Issues,True,Dropped
S102038,2021-22,False,N/A,False,Retained
S102039,2022-23,False,N/A,False,Retained
S102040,2021-22,False,N/A,False,Retained
S102041,2019-20,False,N/A,False,Retained
S102042,2022-23,False,N/A,False,Retained
S102043,2022-23,False,N/A,False,Retained
S102044,2020-21,False,N/A,False,Retained
S102045,2022-23,False,N/A,False,Retained
S102046,2020-21,False,N/A,False,Retained
S102047,2022-23,False,N/A,False,Retained
S102048,2022-23,True,Low Attendance,True,Dropped
S102049,2022-23,False,N/A,False,Retained
S102050,2022-23,False,N/A,False,Retained
S102051,2020-21,False,N/A,False,Retained
S102052,2019-20,False,N/A,False,Retained
S102053,2021-22,False,N/A,False,Retained
S102054,2022-23,False,N/A,False,Retained
S102055,2022-23,False,N/A,False,Retained
S102056,2019-20,False,N/A,False,Retained
S102057,2020-21,False,N/A,False,Retained
S102058,2021-22,False,N/A,False,Retained
S102059,2019-20,False,N/A,False,Retained
S102060,2019-20,False,N/A,False,Retained
S102061,2019-20,False,N/A,False,Retained
S102062,2019-20,False,N/A,False,Retained
S102063,2022-23,True,Poor Academic Performance,True,Dropped
S102064,2021-22,False,N/A,False,Retained
S102065,2022-23,False,N/A,False,Retained
S102066,2019-20,False,N/A,False,Retained
S102067,2021-22,False,N/A,False,Retained
S102068,2019-20,False,N/A,False,Retained
S102069,2020-21,False,N/A,False,Retained
S102070,2019-20,False,N/A,False,Retained
S102071,2019-20,True,Personal Reasons,True,Dropped
S102072,2020-21,False,N/A,False,Retained
S102073,2022-23,False,N/A,False,Retained
S102074,2021-22,False,N/A,False,Retained
S102075,2019-20,True,Poor Academic Performance,True,Dropped
S102076,2019-20,False,N/A,False,Retained
S102077,2020-21,False,N/A,False,Retained
S102078,2021-22,False,N/A,False,Retained
S102079,2020-21,False,N/A,False,Retained
S102080,2019-20,True,Financial Issues,True,Dropped
S102081,2022-23,False,N/A,False,Retained
S102082,2022-23,False,N/A,False,Retained
S102083,2021-22,True,Low Attendance,True,Dropped
S102084,2019-20,False,N/A,False,Retained
S102085,2020-21,False,N/A,False,Retained
S102086,2019-20,False,N/A,False,Retained
S102087,2020-21,True,Financial Issues,True,Dropped
S102088,2020-21,True,Poor Academic Performance,True,Dropped
S102089,2021-22,False,N/A,False,Retained
S102090,2020-21,False,N/A,False,Retained
S102091,2021-22,False,N/A,False,Retained
S102092,2022-23,False,N/A,False,Retained
S102093,2021-22,False,N/A,False,Retained
S102094,2021-22,False,N/A,False,Retained
S102095,2021-22,False,N/A,False,Retained
S102096,2022-23,False,N/A,False,Retained
S102097,2021-22,False,N/A,False,Retained
S102098,2020-21,False,N/A,False,Retained
S102099,2020-21,False,N/A,False,Retained
S102100,2021-22,False,N/A,False,Retained
S102101,2020-21,False,N/A,False,Retained
S102102,2021-22,False,N/A,False,Retained
S102103,2022-23,False,N/A,False,Retained
S102104,2020-21,False,N/A,False,Retained
S102105,2021-22,False,N/A,False,Retained
S102106,2019-20,False,N/A,False,Retained
S102107,2022-23,True,Financial Issues,True,Dropped
S102108,2019-20,False,N/A,False,Retained
S102109,2021-22,False,N/A,False,Retained
S102110,2020-21,False,N/A,False,Retained
S102111,2021-22,False,N/A,False,Retained
S102112,2020-21,False,N/A,False,Retained
S102113,2021-22,True,Financial Issues,True,Dropped
S102114,2021-22,False,N/A,False,Retained
S102115,2020-21,False,N/A,False,Retained
S102116,2020-21,False,N/A,False,Retained
S102117,2021-22,False,N/A,False,Retained
S102118,2019-20,False,N/A,False,Retained
S102119,2022-23,False,N/A,False,Retained
S102120,2019-20,False,N/A,False,Retained
S102121,2019-20,False,N/A,False,Retained
S102122,2019-20,False,N/A,False,Retained
